region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from
british,1550-1570,4,1608,assayle; constraine; enforce; compell; reueale; greue; assaile; bewray; applye; commende,Common Verb Infinitives,Structural / Uncertain,inherited,1530-1550#4
british,1550-1570,3,1828,superstitions; ambicion; persuasions; slouthfulnesse; oppression; arrogancie; intolerable; spitefull; malicious; rauenous,Virtue & Moral Qualities,Morality: Virtue & Vice,inherited,1530-1550#1
british,1550-1570,0,4013,annuities; iurisdictions; rentes; manours; prebendes; hereticke; auncesters; fermes; monks; magnanimitie,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1530-1550#2
british,1550-1570,10,958,nouember; westmynster; valeant; october; fourty; twenty; fiftene; lenght; february; twentie,Roman Numerals & Dates,Structural / Uncertain,inherited,1530-1550#12
british,1550-1570,12,789,assureth; tempteth; embraceth; loueth; hateth; accuseth; knowes; heleth; affirmeth; confesseth,Narrative Past-Tense Verbs,Structural / Uncertain,inherited,1530-1550#10
british,1550-1570,7,1183,intangled; plagued; blamed; assessed; lien; deckt; conquered; vanquished; decked; entangled,Miscellaneous Chronicle Fragments & Names,Structural / Uncertain,inherited,1530-1550#5
british,1550-1570,16,253,sacramente; sacri; sacraments; ministring; greeke; administracion; administration; participation; fleash; dryncke,Sacraments & Eucharist,"Religion, Theology & the Church",llm,
british,1550-1570,20,81,down; thyther; flight; doune; back; aside; backwarde; thether; asyde; homewarde,Directional Adverbs,Structural / Uncertain,llm,
british,1550-1570,14,481,mort; ilz; eux; prendre; leur; deuant; couient; estre; vncore; voy,Law French Legal Terms,Structural / Uncertain,inherited,1530-1550#13
british,1550-1570,9,969,hung; pul; abstain; pluckt; burste; threwe; renne; throwne; pulled; seuered,"Faith, Conscience & Sin","Religion, Theology & the Church",inherited,1530-1550#9
british,1550-1570,2,1986,brandenburge; samnites; abia; ganges; aegipt; bankes; frenchmen; annibal; toppes; persians,Chronicle Narrative: Places & Nobility,"History, Genealogy, Nobility & Kinship",inherited,1530-1550#6
british,1550-1570,11,902,ecclesiastica; anacletus; historia; alexandrinus; macedonius; luthera; arria; publica; sancto; clemens,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1530-1550#16
british,1550-1570,5,1598,modo; tantum; hinc; suum; solum; itaque; quidem; ipsam; omnino; illum,Latin Text,Structural / Uncertain,inherited,1530-1550#3
british,1550-1570,13,579,pethae; iddo; ddim; eithyr; chwi; bwrw; mewn; llong; hwy; pawp,Welsh Text,Structural / Uncertain,llm,
british,1550-1570,1,3121,ginger; barlye; boyling; pomegranates; violettes; storax; bushes; henbane; haire; vinegre,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1530-1550#0
british,1550-1570,19,196,vnderstandest; sawest; nedest; lyest; beleuest; knowst; saiest; mido; thynkest; sayst,Second-Person Verb Forms,Structural / Uncertain,inherited,1530-1550#17
british,1550-1570,15,326,xxij; esd; xliiii; micheas; xxviij; lxi; iosu; xxvij; xxxvij; xxiij,Grammar & Parts of Speech,"Books, Learning & Scholarship",inherited,1530-1550#8
british,1550-1570,8,1029,ciete; quhe; ald; eftir; liegis; contrar; thairto; richt; samyn; attanis,Dutch and German Text,Structural / Uncertain,inherited,1530-1550#11
british,1550-1570,17,250,patie; commandeme; regime; iudgme; couena; penite; preside; sou; inherita; gouernme,Truncated Word Fragments (-nce/-nt),Structural / Uncertain,inherited,1530-1550#15
british,1550-1570,18,220,tention; firmeth; forter; municatio; secrate; tinual; uerted; panions; firmation; futed,Truncated Word Fragments,Structural / Uncertain,inherited,1530-1550#14
british,1550-1570,6,1373,ferdina; liceat; vnic; cornelio; yntef; cedar; passionis; meason; clarence; saxones,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1530-1550#7
british,1570-1590,10,1388,villanously; notvvithstanding; sharplie; shamefully; impudently; bigger; furiously; clearly; amplie; maliciously,Directional Adverbs,Structural / Uncertain,inherited,1550-1570#20
british,1570-1590,0,4928,applications; priors; manours; abbots; bailiffes; seminaries; reuenues; furnitures; vestiments; rents,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1550-1570#0
british,1570-1590,9,1666,inforce; betake; encorage; liken; yelde; enforce; employe; intangle; enioyne; daunt,Common Verb Infinitives,Structural / Uncertain,inherited,1550-1570#4
british,1570-1590,18,420,extortioner; parasite; cylinder; heretick; vnthrift; oyster; isosceles; ethnike; vnderling; eele,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,llm,
british,1570-1590,3,3215,assalted; leapt; secluded; gushed; rippe; lyfted; seuereth; hurled; absteyne; flang,Miscellaneous Chronicle Fragments & Names,Structural / Uncertain,inherited,1550-1570#7
british,1570-1590,14,897,correcteth; expoundeth; alleageth; noteth; termeth; auoucheth; rebuketh; nameth; condemneth; forsaketh,Narrative Past-Tense Verbs,Structural / Uncertain,inherited,1550-1570#12
british,1570-1590,16,676,ammon; amasa; manasses; abia; iosaphat; isachar; ieroboam; ioram; senacherib; asa,Grammar & Parts of Speech,"Books, Learning & Scholarship",inherited,1550-1570#15
british,1570-1590,13,974,abcd; cancer; zodiacke; tropicke; shillinges; xxxv; fourtie; circle; zodiack; xxviii,Roman Numerals & Dates,Structural / Uncertain,inherited,1550-1570#10
british,1570-1590,5,2643,crispus; lantgraue; marsilius; emilius; vvilliam; nicholaus; cyprianus; lincolne; edmond; perses,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1550-1570#11
british,1570-1590,8,1787,peloponesus; brachia; thracia; mysia; sutton; feuersham; greenewich; lycia; southhampton; medowes,Chronicle Narrative: Places & Nobility,"History, Genealogy, Nobility & Kinship",inherited,1550-1570#2
british,1570-1590,2,3243,stagge; imbrodered; caps; foming; blades; hurlie; targets; crimson; iuorie; satten,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1550-1570#1
british,1570-1590,4,3084,disdainefull; dissolutenes; deceipts; periuries; bawdes; dissensions; baudes; murders; pyning; dolors,Virtue & Moral Qualities,Morality: Virtue & Vice,inherited,1550-1570#3
british,1570-1590,12,1146,pouuoit; toutesfois; mieux; iamais; tellement; trente; maniere; d'auoir; nuict; d'angleterre,Law French Legal Terms,Structural / Uncertain,inherited,1550-1570#14
british,1570-1590,11,1267,balchder; gwir; nid; pob; gwared; daioni; wnaethost; nef; i'm; canys,Welsh Text,Structural / Uncertain,inherited,1550-1570#13
british,1570-1590,1,4687,disciplinae; lumina; ducem; regia; nempe; spicula; splendida; committere; denique; illius,Latin Text,Structural / Uncertain,inherited,1550-1570#5
british,1570-1590,17,551,poti; deaco; enu; longi; barbara; trn; auste; horam; baro; hilarie,Truncated Word Fragments (-nce/-nt),Structural / Uncertain,inherited,1550-1570#17
british,1570-1590,6,2560,tetters; sorrell; borage; masticke; dill; galingale; parsely; swellings; capons; creame,Sacraments & Eucharist,"Religion, Theology & the Church",inherited,1550-1570#16
british,1570-1590,22,164,seemest; thoughtest; thinkst; sawest; hearest; beleuest; fearest; maiste; sufferest; findest,Second-Person Verb Forms,Structural / Uncertain,inherited,1550-1570#19
british,1570-1590,19,402,sotto; haueuano; essendo; nella; sopra; hauer; onde; verso; tenuto; poco,"Faith, Conscience & Sin","Religion, Theology & the Church",inherited,1550-1570#9
british,1570-1590,15,718,inglismen; dreid; swa; felloun; presoun; leif; wallace; curage; lyoun; feir,Dutch and German Text,Structural / Uncertain,inherited,1550-1570#8
british,1570-1590,21,258,elemi; resinae; lacte; plumbi; ammoniaci; styracis; anseris; chamaemeli; lupinorum; rosati,Apothecary & Pharmaceutical Ingredients,"Medicine, Body & Health",llm,
british,1570-1590,20,393,demnation; munio; maunding; stantly; modity; conuenie; trariwise; appointme; tention; fessio,Truncated Word Fragments,Structural / Uncertain,inherited,1550-1570#18
british,1570-1590,7,2497,constituere; ioed; amicorum; dysc; vtilitatem; ydyw; ymddiddan; limina; deijcere; naruaez,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1550-1570#6
british,1590-1610,2,4455,commissaries; suffraganes; interpretations; bailiffes; monothelites; assertions; subsidies; rents; hereditaments; propositions,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1570-1590#0
british,1590-1610,7,1801,propose; daunt; contradict; entreate; constraine; addresse; betaking; liken; alledge; inure,Common Verb Infinitives,Structural / Uncertain,inherited,1570-1590#9
british,1590-1610,12,1412,iniuriously; impiously; vilely; novv; villanously; notvvithstandinge; knovven; impertinently; clearly; poyncte,Directional Adverbs,Structural / Uncertain,inherited,1570-1590#10
british,1590-1610,13,1236,interiection; westmon; marw; ethnike; vproare; vrinall; appendix; eg; draper; infidel,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1570-1590#18
british,1590-1610,4,4153,vnchristian; chambering; forgeries; mutinies; inhumaine; toies; deceits; irreligious; impostures; felonie,Virtue & Moral Qualities,Morality: Virtue & Vice,inherited,1570-1590#4
british,1590-1610,10,1651,ahaziah; nynus; eliakim; hippolitus; caracalla; ioram; manasseh; caius; ioash; manlius,Grammar & Parts of Speech,"Books, Learning & Scholarship",inherited,1570-1590#16
british,1590-1610,5,3027,erle; oueryssel; gordon; artois; excester; cappadocia; bohemia; edmund; pontus; darby,Chronicle Narrative: Places & Nobility,"History, Genealogy, Nobility & Kinship",inherited,1570-1590#8
british,1590-1610,16,526,fourty; ianuarie; nouember; ianuary; sixty; fourescore; december; xvii; thirty; seauenteenth,Roman Numerals & Dates,Structural / Uncertain,inherited,1570-1590#13
british,1590-1610,0,5571,ript; seazeth; tumbled; recommendeth; wrongd; tearmeth; swalloweth; alleageth; flattereth; accounteth,Miscellaneous Chronicle Fragments & Names,Structural / Uncertain,inherited,1570-1590#3
british,1590-1610,1,4883,limons; cinamon; smallage; almonds; carnation; fennell; borage; spangled; ierkin; plates,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1570-1590#2
british,1590-1610,6,1816,damasc; gestis; gener; relect; laicis; enchirid; aduers; feod; haer; luth,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1570-1590#5
british,1590-1610,18,360,thairfoir; quhill; quhy; declair; thocht; micht; zit; weill; deid; richt,Dutch and German Text,Structural / Uncertain,inherited,1570-1590#15
british,1590-1610,8,1773,duskie; flegme; lunges; lungs; radiant; fleame; quadrant; drines; clammie; slimie,Sacraments & Eucharist,"Religion, Theology & the Church",inherited,1570-1590#6
british,1590-1610,17,365,manding; trariwise; commaundeme; monweale; uersation; fessed; sequently; stantinople; cluded; tena,Truncated Word Fragments,Structural / Uncertain,inherited,1570-1590#20
british,1590-1610,3,4346,denique; praecipu; quarum; alicuius; istius; scotorum; illorum; disciplinae; summi; diligenter,Latin Text,Structural / Uncertain,inherited,1570-1590#1
british,1590-1610,19,158,requirest; lyest; vsest; sayst; fearest; gettest; vnderstandest; wantest; sawest; callest,Second-Person Verb Forms,Structural / Uncertain,inherited,1570-1590#22
british,1590-1610,9,1726,ilf; geor; val; wheres; ifaith; nan; fran; warbling; rud; sirrah,"Faith, Conscience & Sin","Religion, Theology & the Church",inherited,1570-1590#19
british,1590-1610,14,1115,pwy; lha; eythr; ddarllen; anghenrhaid; rhyw; amser; hunain; drwy; herbyn,Welsh Text,Structural / Uncertain,inherited,1570-1590#11
british,1590-1610,15,1041,moins; venir; essi; quelques; eux; percioche; depuis; hauendo; lesquels; questa,Law French Legal Terms,Structural / Uncertain,inherited,1570-1590#12
british,1590-1610,11,1439,duras; siccr; accepimus; bourguignon; philopator; ferarum; decembris; legiones; ddaiar; redijt,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1570-1590#7
british,1610-1630,2,6379,intruder; dissimulations; vproare; uniuersity; embryo; hebraisme; garboiles; warbling; luxurie; backbiting,Virtue & Moral Qualities,Morality: Virtue & Vice,inherited,1590-1610#4
british,1610-1630,8,2304,sirra; iade; tinker; lod; woodcocke; cle; seb; mol; bawde; cheater,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1590-1610#13
british,1610-1630,3,3922,flatters; alleadgeth; tearmeth; termeth; tempts; apprehends; alleageth; accuseth; reject; auoucheth,Common Verb Infinitives,Structural / Uncertain,inherited,1590-1610#7
british,1610-1630,4,3890,quadrant; assertions; fines; diameter; jurisdictions; amerciaments; annuities; jurisdiction; demesnes; sixtie,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1590-1610#2
british,1610-1630,13,1030,shamefully; barbarously; audaciously; impiously; egregiously; malitiously; profitably; copiously; louingly; learnedly,Directional Adverbs,Structural / Uncertain,inherited,1590-1610#12
british,1610-1630,1,6407,sorrell; mallard; cinamon; cats; quinces; taffata; berries; cinnamon; doublet; cobweb,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1590-1610#1
british,1610-1630,5,3861,carlton; thorpe; stafford; adrianus; diaz; severne; ralph; henault; darby; pembrooke,Chronicle Narrative: Places & Nobility,"History, Genealogy, Nobility & Kinship",inherited,1590-1610#5
british,1610-1630,7,2532,courted; beguild; vext; affirmed; beguil'd; annoyed; couer'd; credited; suffocated; demonstrated,Miscellaneous Chronicle Fragments & Names,Structural / Uncertain,inherited,1590-1610#0
british,1610-1630,10,1708,stir'd; leapes; dissenteth; flung; rippe; relied; throwes; ripped; leaps; treasured,Sacraments & Eucharist,"Religion, Theology & the Church",inherited,1590-1610#8
british,1610-1630,6,2857,episc; defens; gregorius; coron; opusc; epit; imper; laurentius; nicolaus; sacr,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1590-1610#6
british,1610-1630,0,6454,quamvis; denique; tantis; inquam; cunctis; priusquam; uno; vndique; interdum; pluribus,Latin Text,Structural / Uncertain,inherited,1590-1610#3
british,1610-1630,12,1247,ynthvvy; yntho; annuwiol; duvv; dwyn; dhim; bydd; ydym; iddynt; iechydwriaeth,Welsh Text,Structural / Uncertain,inherited,1590-1610#14
british,1610-1630,14,1001,ammonites; ioash; ismael; eglon; ammon; iehoram; ioas; elah; zimri; heber,Grammar & Parts of Speech,"Books, Learning & Scholarship",inherited,1590-1610#10
british,1610-1630,15,228,pleasest; enioyest; perceiuest; sinnest; seruest; beholdest; dyest; deniest; tellest; oughtst,Second-Person Verb Forms,Structural / Uncertain,inherited,1590-1610#19
british,1610-1630,11,1329,sete; quelli; l'huomo; yeux; bien; souente; soleil; molto; petto; quindi,Law French Legal Terms,Structural / Uncertain,inherited,1590-1610#15
british,1610-1630,16,185,uersation; monwealth; maunded; sidering; secrated; clude; sisteth; tinuance; sequently; trarie,Truncated Word Fragments,Structural / Uncertain,inherited,1590-1610#17
british,1610-1630,9,2244,gyrru; ebrwydd; amoriaid; ddirgel; ieuangc; teco; fendithio; clywed; caethiwed; dygasant,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1590-1610#11
british,1630-1650,1,5105,irishman; amorite; ironie; incubus; anchorite; hermaphrodite; semicircle; eele; unbeliever; aposteme,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1610-1630#4
british,1630-1650,10,2378,assessements; grantee; bayliffs; disseisor; clerkes; payments; pensions; coroners; wools; reversion,Legal & Property Administration,"Government, Law & Administration",llm,
british,1630-1650,13,1423,unchristianly; essentially; maliciously; knovve; abominably; injuriously; audaciously; impiously; impudently; reasones,Directional Adverbs,Structural / Uncertain,inherited,1610-1630#13
british,1630-1650,4,4300,fidlers; warbling; shrill; rascalls; impostures; syren; perplexities; luxury; voluptuousnesse; subtilties,Virtue & Moral Qualities,Morality: Virtue & Vice,inherited,1610-1630#2
british,1630-1650,12,1482,cramps; dropsies; flegme; windinesse; inflammations; dissolveth; inflamations; catarrhes; inflamation; crude,Diseases & Bodily Humors,"Medicine, Body & Health",llm,
british,1630-1650,7,2750,hum; daphne; chi; sirra; sirrah; stroza; slen; aurelia; gur; knaue,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1610-1630#8
british,1630-1650,14,1187,amaziah; ioash; aram; abijah; iehoram; ahaz; ismael; joram; joash; absalom,Grammar & Parts of Speech,"Books, Learning & Scholarship",inherited,1610-1630#14
british,1630-1650,9,2653,shrewsbury; dalmatia; sardinia; dacia; bergamo; marca; sicilia; tartaria; waterford; namptwich,Chronicle Narrative: Places & Nobility,"History, Genealogy, Nobility & Kinship",inherited,1610-1630#5
british,1630-1650,3,4539,avoucheth; stileth; quotes; blesseth; communicates; expoundeth; befriend; interprets; applies; beholds,Common Verb Infinitives,Structural / Uncertain,inherited,1610-1630#3
british,1630-1650,17,526,henrici; quinto; festivall; novem; celebration; nouember; vicesimo; mensis; festivals; octobris,Church Calendar & Feast Days,"Religion, Theology & the Church",llm,
british,1630-1650,5,3063,charm'd; betrayd; prooued; laugh'd; laught; betray'd; abus'd; ruinated; fil'd; delt,Miscellaneous Chronicle Fragments & Names,Structural / Uncertain,inherited,1610-1630#7
british,1630-1650,8,2656,cinnamon; sorrell; succory; cloues; berries; capons; cinamon; maioram; camomill; quinces,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",llm,
british,1630-1650,2,4686,taffata; velvet; curled; tissue; sattin; clout; cooped; embrodered; embroidered; tresses,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1610-1630#1
british,1630-1650,6,2993,orig; parmen; praefat; epitom; emendat; sacr; andreas; theolog; chrysostomus; primatu,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1610-1630#6
british,1630-1650,0,8171,praeceps; inquam; rursus; heic; tantam; falsam; utrinque; istius; multas; velint,Latin Text,Structural / Uncertain,inherited,1610-1630#0
british,1630-1650,11,1589,barrington; barker; iackson; walton; pickering; morley; gower; mowbray; gifford; seymour,English Surnames List,Structural / Uncertain,llm,
british,1630-1650,20,238,perceivest; talkest; saw'st; receivest; requirest; intendest; seemest; pretendest; prayest; hopest,Second-Person Verb Forms,Structural / Uncertain,inherited,1610-1630#15
british,1630-1650,16,910,awron; appellum; opij; consentiunt; defaltam; scabiosa; sativum; daucus; dragwyddol; palustris,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1610-1630#9
british,1630-1650,21,224,longi; alban; augustins; ulteri; diligenti; denis; facili; dominicke; austines; chrisostome,Latin Text Fragments & Saints' Names,Structural / Uncertain,llm,
british,1630-1650,19,368,doate; relyed; doated; relyeth; commented; relied; seased; fixes; frowned; seazing,Sacraments & Eucharist,"Religion, Theology & the Church",inherited,1610-1630#10
british,1630-1650,15,945,ynddynt; hwynt; gallwn; drwy; cwbl; hefyd; meddwl; llall; amser; bydd,Welsh Text,Structural / Uncertain,inherited,1610-1630#12
british,1630-1650,22,42,municate; tinued; cerning; tinue; manded; dition; demned; pany; monly; trary,Truncated Word Fragments,Structural / Uncertain,inherited,1610-1630#16
british,1630-1650,18,413,encore; eux; peu; fois; luy; devant; mais; raison; ainsi; n'est,Law French Legal Terms,Structural / Uncertain,inherited,1610-1630#11
british,1650-1670,13,1473,fc; db; secant; quadrat; parabolick; bc; capricorn; semidiameter; rectangle; quadrant,Church Calendar & Feast Days,"Religion, Theology & the Church",inherited,1630-1650#17
british,1650-1670,2,10308,allegorie; alcetas; interlude; interjection; toyish; peevishness; ideot; epitheme; hereticke; uprore,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1630-1650#1
british,1650-1670,12,2155,deceiue; loue; unchristianly; euen; beleiue; audaciously; endeauour; ourselues; accurately; beleeue,Directional Adverbs,Structural / Uncertain,inherited,1630-1650#13
british,1650-1670,9,2494,sirra; mir; valerio; dessandro; pish; doll; aur; sgan; dogrel; eug,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1630-1650#7
british,1650-1670,3,5835,catt; sattin; stag; duck; taffaty; stockins; jade; kite; clout; fring'd,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1630-1650#2
british,1650-1670,1,10479,wrapp'd; cooped; blockt; wrapping; pryed; lapt; relied; stirrs; flung; doated,Common Verb Infinitives,Structural / Uncertain,inherited,1630-1650#3
british,1650-1670,6,3372,copyhold; feoffor; conusee; disseisor; disseisee; demandant; conusor; termor; tenancy; grantee,Legal & Property Administration,"Government, Law & Administration",inherited,1630-1650#10
british,1650-1670,7,3186,carey; basset; hughes; osborne; denton; russel; buckland; bryan; boteler; condover,English Surnames List,Structural / Uncertain,inherited,1630-1650#11
british,1650-1670,17,436,actest; expectest; beginnest; diddest; conceivest; labourest; enjoyest; talk'st; see'st; breakest,Second-Person Verb Forms,Structural / Uncertain,inherited,1630-1650#20
british,1650-1670,11,2280,livonia; epirus; sardinia; galicia; cleve; pontus; morea; vendosme; lisbon; antwerpe,Chronicle Narrative: Places & Nobility,"History, Genealogy, Nobility & Kinship",inherited,1630-1650#9
british,1650-1670,4,4529,fynck; pimhill; icones; crechurch; eruditum; servientium; cepimus; huntind; norwicen; contentis,Virtue & Moral Qualities,Morality: Virtue & Vice,inherited,1630-1650#4
british,1650-1670,8,2941,inflamations; viscous; dysentery; impetigo; dropsies; struma; gouts; aqueous; fermenting; fundament,Diseases & Bodily Humors,"Medicine, Body & Health",inherited,1630-1650#12
british,1650-1670,0,11983,novos; itidem; apposita; quaeque; haberi; utramque; ramis; observare; utique; ducum,Latin Text,Structural / Uncertain,inherited,1630-1650#0
british,1650-1670,16,1241,azariah; ahaziah; hezron; jehoram; aram; amaziah; jehoahaz; zechariah; joash; syrians,Grammar & Parts of Speech,"Books, Learning & Scholarship",inherited,1630-1650#14
british,1650-1670,18,192,thome; albons; alban; alti; albanes; ampli; jago; hierom's; ulteri; facili,Latin Text Fragments & Saints' Names,Structural / Uncertain,inherited,1630-1650#21
british,1650-1670,5,3670,praef; theolog; radul; biblioth; syntag; emend; justit; nicolaus; joannes; controvers,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1630-1650#6
british,1650-1670,10,2456,bugloss; burrage; skirrets; scordium; scabious; housleek; succory; sorrell; buglosse; eyebright,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",inherited,1630-1650#8
british,1650-1670,15,1344,fywyd; ymmaith; arnynt; ofn; nifer; sanctaidd; gwybodaeth; naturiaeth; gwrando; fyw,Welsh Text,Structural / Uncertain,inherited,1630-1650#15
british,1650-1670,14,1373,volta; faccia; molti; quei; donc; voir; perche; fatto; luchd; comme,Law French Legal Terms,Structural / Uncertain,inherited,1630-1650#18
