region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from
combined,1530-1550,11,499,baith; quhyll; thairof; pychtis; quhil; slauchter; mouit; wiffis; efter; nowmer,Scots-Language Chronicle Text,Structural / Uncertain,human,
combined,1530-1550,1,2465,bankes; baners; sylke; hennes; veluet; fygges; coler; fome; gynger; speres,"Body, Ailments and Remedies","Medicine, Body & Health",inherited,1510-1530#5
combined,1530-1550,10,587,rekeneth; feareth; rebuketh; fealeth; affirmeth; testifyeth; describeth; regardeth; despiseth; nameth,Third-Person -eth Verb Forms,Structural / Uncertain,human,
combined,1530-1550,13,438,westminster; syege; score; mydnyght; lxxx; apryll; twentye; nouember; westmynster; marche,"Dates, Months and Calendar Terms",Structural / Uncertain,human,
combined,1530-1550,9,651,threwe; throwen; cary; hermon; pulled; cutteth; carye; plucke; caryed; blowe,Chivalric Romance Narrative Verbs,"Literature, Drama & Poetic Diction",inherited,1510-1530#3
combined,1530-1550,16,127,val; ni; mae; yw; nyd; ir; ef; ae; pan; ond,Dutch/German Text,Structural / Uncertain,inherited,1510-1530#12
combined,1530-1550,7,1027,roger; octauius; abia; glocester; gallia; antiochus; discomfited; roberte; nicolas; ioram,British Chronicle: Places and Persons,"History, Genealogy, Nobility & Kinship",inherited,1510-1530#6
combined,1530-1550,3,1725,uero; posuit; princeps; tamen; fama; dedit; principis; ipsis; fructum; illius,Latin Text (Function Words),Structural / Uncertain,inherited,1510-1530#4
combined,1530-1550,17,112,knoweste; saiest; speakest; iudgest; beleuest; hearest; sawest; shouldest; herest; didest,Second-Person Verb Forms,Structural / Uncertain,inherited,1510-1530#13
combined,1530-1550,12,495,xxvij; capvt; regu; xxviij; psalmus; xxij; hierome; chrysostome; amos; augustyne,Roman Numerals and Dates,Structural / Uncertain,inherited,1510-1530#9
combined,1530-1550,15,236,demne; gregacio; demned; cluded; quered; fessyon; fessio; tynually; gregacyon; tinued,Truncated Word Fragments,Structural / Uncertain,inherited,1510-1530#11
combined,1530-1550,8,787,danis; iohne; yair; duabus; recoueries; uocem; maryit; dict; federike; nare,Mixed Names and Latin Fragments,Structural / Uncertain,human,
combined,1550-1570,5,1688,constraine; incline; reueale; assayle; compell; assaile; enforce; greue; applye; alledge,"Obedience, Conscience and Sin","Religion, Theology & the Church",inherited,1530-1550#2
combined,1550-1570,3,1958,annuities; rentes; iurisdictions; castles; tenements; reuenues; superstitions; commissions; paymentes; fermes,"Kingdoms, Officials and Institutions","Government, Law & Administration",inherited,1530-1550#4
combined,1550-1570,4,1922,hereticke; prelat; hypocrite; idolater; excellencie; beaute; kindnesse; treatise; particion; proposition,Latin Grammar Terminology,Structural / Uncertain,inherited,1530-1550#5
combined,1550-1570,10,890,thirtie; fyftene; nouember; fiftene; decembre; ides; southe; zodiake; thicknes; heyght,"Dates, Months and Calendar Terms",Structural / Uncertain,inherited,1530-1550#13
combined,1550-1570,16,473,plainlye; euidently; plainely; cruellie; aptly; hertely; rigorously; manifestly; ernestly; entierly,Manner Adverbs (-ly Forms),Structural / Uncertain,human,
combined,1550-1570,1,2053,countenaunces; outrages; mallice; mischieues; ambicion; practises; heuines; strengthes; spitefull; heretical,Virtue and Moral Qualities,Morality: Virtue & Vice,inherited,1530-1550#0
combined,1550-1570,8,1284,discomfited; blamed; encountred; lien; entangled; encombred; vanquished; condempned; warded; stryken,Mixed Latin Arithmetic and Names,Structural / Uncertain,inherited,1530-1550#6
combined,1550-1570,2,1962,octauius; frenchmen; treuers; assyria; annibal; aegipt; anniball; quintus; westmynster; lucius,British Chronicle: Places and Persons,"History, Genealogy, Nobility & Kinship",inherited,1530-1550#7
combined,1550-1570,0,3167,ginger; calamint; bushes; barlye; sorell; wormewood; endiue; haire; speares; storax,"Body, Ailments and Remedies","Medicine, Body & Health",inherited,1530-1550#1
combined,1550-1570,18,263,patie; iudgme; preside; couena; commandeme; sou; gouerneme; poi; freque; penite,Law French Legal Text,Structural / Uncertain,inherited,1530-1550#14
combined,1550-1570,11,885,hung; throwne; burste; pul; throwen; pluckt; dissenteth; seuered; pulled; dryue,Chivalric Romance Narrative Verbs,"Literature, Drama & Poetic Diction",inherited,1530-1550#9
combined,1550-1570,13,673,tempteth; despiseth; embraceth; loueth; mencioneth; assureth; calleth; affirmeth; nameth; possesseth,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1530-1550#10
combined,1550-1570,17,435,ilz; autre; mort; eux; leur; toutes; prendre; auer; estre; poit,French Language Text,Structural / Uncertain,human,
combined,1550-1570,6,1611,solum; modo; aliquam; illius; postea; illud; quidem; ipsius; hinc; sui,Latin Text (Function Words),Structural / Uncertain,inherited,1530-1550#3
combined,1550-1570,14,615,hwy; eithyr; ryw; iddo; tad; marw; wedy; nep; nau; yw'r,Dutch/German Text,Structural / Uncertain,inherited,1530-1550#16
combined,1550-1570,12,733,ecclesiastica; biel; arria; auste; alexandrinus; luthera; historia; cipria; anacletus; publica,Second-Person Verb Forms,Structural / Uncertain,inherited,1530-1550#17
combined,1550-1570,15,496,ioram; abia; xxij; xxxvij; esd; micheas; xxviij; manasses; moabites; xxiij,Roman Numerals and Dates,Structural / Uncertain,inherited,1530-1550#12
combined,1550-1570,9,1016,commoun; ald; richt; eftir; brekaris; quham; greit; quhil; quhe; attanis,Scots-Language Chronicle Text,Structural / Uncertain,inherited,1530-1550#11
combined,1550-1570,19,235,tention; secrate; forter; firmeth; panions; ditions; tinual; sidering; fesseth; municatio,Truncated Word Fragments,Structural / Uncertain,inherited,1530-1550#15
combined,1550-1570,7,1384,absit; enfeffa; yntef; passionis; cornelio; cnawd; saxones; meason; discontinue; clarence,Mixed Names and Latin Fragments,Structural / Uncertain,inherited,1530-1550#8
combined,1570-1590,1,5380,periuries; dissimulations; disdainefull; parasites; villanous; dissolutenes; applications; dissensions; raylers; pyning,Virtue and Moral Qualities,Morality: Virtue & Vice,inherited,1550-1570#1
combined,1570-1590,6,2515,inforce; employe; vttereth; acknowledgeth; correcteth; entangle; betake; termeth; rehearseth; expoundeth,"Obedience, Conscience and Sin","Religion, Theology & the Church",inherited,1550-1570#5
combined,1570-1590,9,1208,sharplie; daintily; villanously; amply; shamefully; notvvithstanding; manyfestly; impudently; impudentlie; clearly,Manner Adverbs (-ly Forms),Structural / Uncertain,inherited,1550-1570#16
combined,1570-1590,7,2408,subdeacons; harquebuziers; occupiers; regiments; exemptions; archdeacons; rentes; abbots; vestiments; seminaries,"Kingdoms, Officials and Institutions","Government, Law & Administration",inherited,1550-1570#3
combined,1570-1590,12,936,abcd; tropicke; virginis; squares; thirty; cancer; triangles; episcopi; sixtie; twentye,"Dates, Months and Calendar Terms",Structural / Uncertain,inherited,1550-1570#10
combined,1570-1590,0,6079,tetters; sorrell; decoct; cinamon; woolfes; licoras; masticke; galingale; hysope; borage,"Body, Ailments and Remedies","Medicine, Body & Health",inherited,1550-1570#0
combined,1570-1590,4,3159,lyfte; gushed; leapt; secluded; flang; withdrawne; lyfted; flew; hurled; seuereth,Mixed Latin Arithmetic and Names,Structural / Uncertain,inherited,1550-1570#8
combined,1570-1590,20,200,seemest; sawest; hearest; fearest; beleuest; sufferest; thinkst; commaundest; sayst; woldest,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1550-1570#13
combined,1570-1590,3,3286,preston; notingham; southhampton; cremona; sextus; lincolne; emilius; edmond; feuersham; lantgraue,British Chronicle: Places and Persons,"History, Genealogy, Nobility & Kinship",inherited,1550-1570#2
combined,1570-1590,10,1053,poti; deaco; iohannis; fid; cyprianus; pelag; policarpus; clemens; alexandrinus; marsilius,Second-Person Verb Forms,Structural / Uncertain,inherited,1550-1570#12
combined,1570-1590,17,272,dema; apprehe; ila; compou; scotla; propou; eply; confou; comprehe; erys,Truncated Word Fragments,Structural / Uncertain,human,
combined,1570-1590,11,998,toutesfois; d'angleterre; d'auoir; iamais; estoyent; tellement; mieux; pouuoit; tuer; soyent,French Language Text,Structural / Uncertain,inherited,1550-1570#17
combined,1570-1590,8,1380,ofn; gwared; daioni; i'm; drwg; vphern; ynot; iniondeb; nef; gweithred,Dutch/German Text,Structural / Uncertain,inherited,1550-1570#14
combined,1570-1590,13,886,extortioner; introduction; parasite; vnderling; heretick; isosceles; gaethiwed; oyster; adulteresse; ethnike,Latin Grammar Terminology,Structural / Uncertain,inherited,1550-1570#4
combined,1570-1590,2,4289,iudices; denique; nempe; eandem; disciplinae; lumina; pariter; saepe; fuerat; mentis,Latin Text (Function Words),Structural / Uncertain,inherited,1550-1570#6
combined,1570-1590,15,693,ioram; ammon; iosaphat; manasses; amasa; abimelech; paral; zach; asa; nabuchodonosor,Roman Numerals and Dates,Structural / Uncertain,inherited,1550-1570#15
combined,1570-1590,14,723,inglismen; felloun; seruandis; sutheroun; swa; feir; wallace; presoun; curage; sair,Scots-Language Chronicle Text,Structural / Uncertain,inherited,1550-1570#9
combined,1570-1590,16,535,essendo; onde; sopra; sotto; nella; percioche; stati; ancora; all'hora; pipino,Chivalric Romance Narrative Verbs,"Literature, Drama & Poetic Diction",inherited,1550-1570#11
combined,1570-1590,19,214,resinae; plumbi; chamaemeli; recentis; succi; cerusae; vituli; nucis; myrrhae; olibani,Latin Pharmacy and Apothecary Terms,"Medicine, Body & Health",human,
combined,1570-1590,18,243,demnation; stantly; trariwise; maunding; fessing; prehendeth; plained; futed; panion; taineth,Truncated Word Fragments,Structural / Uncertain,inherited,1550-1570#19
combined,1570-1590,5,2936,rabies; exponere; societatem; southwell; amoriaid; chwy; seruiteurs; cortes; vtilitatem; sicome,Mixed Names and Latin Fragments,Structural / Uncertain,inherited,1550-1570#7
combined,1570-1590,21,171,appointme; conse; preside; conuenie; regime; sile; impedime; expedie; maintena; imprisonme,Law French Legal Text,Structural / Uncertain,inherited,1550-1570#18
combined,1590-1610,12,1453,knovven; impiously; notvvithstandinge; clearly; impertinently; novv; vvher; exactlie; trepane; lavvyers,Manner Adverbs (-ly Forms),Structural / Uncertain,inherited,1570-1590#9
combined,1590-1610,8,1703,propose; contradict; approoue; iniure; conforme; imagin; gainesay; entreate; daunt; inuite,"Obedience, Conscience and Sin","Religion, Theology & the Church",inherited,1570-1590#6
combined,1590-1610,0,5047,interiection; westmon; ethnike; appendix; allegory; vproare; provinciall; oligarchie; acorne; allegations,"Kingdoms, Officials and Institutions","Government, Law & Administration",inherited,1570-1590#7
combined,1590-1610,10,1524,ilf; sirrah; val; ifaith; cand; crip; hippolito; sirha; flo; geor,Chivalric Romance Narrative Verbs,"Literature, Drama & Poetic Diction",inherited,1570-1590#16
combined,1590-1610,1,5012,ducke; speckled; warbling; spangled; carnation; ierkin; tresses; flowrie; duskie; plates,"Body, Ailments and Remedies","Medicine, Body & Health",inherited,1570-1590#0
combined,1590-1610,20,131,blacker; woorse; bigger; liker; swifter; thicker; harder; wealthier; hotter; whiter,Truncated Word Fragments,Structural / Uncertain,inherited,1570-1590#17
combined,1590-1610,3,4089,forgeries; inhumaine; monothelites; chambering; mutinies; felonie; deuices; deceits; blockish; calumniations,Virtue and Moral Qualities,Morality: Virtue & Vice,inherited,1570-1590#1
combined,1590-1610,14,1016,quadrant; eclipticke; horizontall; zodiacke; equator; verticall; semicircle; fourty; ianuary; zenith,"Dates, Months and Calendar Terms",Structural / Uncertain,inherited,1570-1590#12
combined,1590-1610,4,4071,chastiseth; tearmeth; wrongd; interpreteth; accuseth; alleageth; kils; nameth; afflicts; proposeth,Mixed Latin Arithmetic and Names,Structural / Uncertain,inherited,1570-1590#4
combined,1590-1610,5,2530,gordon; picardie; excester; erle; edmund; auxerre; clermont; roan; rodrigo; languedoc,British Chronicle: Places and Persons,"History, Genealogy, Nobility & Kinship",inherited,1570-1590#3
combined,1590-1610,7,2261,damasc; enchirid; symbolo; gestis; feod; gener; valla; translat; euchar; libro,Second-Person Verb Forms,Structural / Uncertain,inherited,1570-1590#10
combined,1590-1610,9,1694,seazeth; ript; tumbled; swalloweth; casts; flung; estraunged; lifte; pulled; leapt,Latin Grammar Terminology,Structural / Uncertain,inherited,1570-1590#13
combined,1590-1610,6,2468,betony; almonds; limons; cinamon; fleame; flegme; fennell; ireos; vinegar; cotten,Latin Pharmacy and Apothecary Terms,"Medicine, Body & Health",inherited,1570-1590#19
combined,1590-1610,17,397,sequently; manding; trariwise; sideratio; uersation; appara; panie; monweale; conuenie; tena,Truncated Word Fragments,Structural / Uncertain,inherited,1570-1590#18
combined,1590-1610,2,4380,denique; principibus; quarum; iudaei; sanctitatis; summi; nullam; illorum; praecipu; ritus,Latin Text (Function Words),Structural / Uncertain,inherited,1570-1590#2
combined,1590-1610,19,159,vsest; vnderstandest; lyest; wantest; fearest; talkest; requirest; loosest; sawest; deseruest,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1570-1590#20
combined,1590-1610,13,1155,eythr; pwy; amser; gwirionedd; torri; etto; llos; catholic; cwbl; lhe,Dutch/German Text,Structural / Uncertain,inherited,1570-1590#8
combined,1590-1610,16,958,ahaziah; abimelech; issachar; amon; ioram; manasseh; ahab; iehoshaphat; ioatham; ozias,Roman Numerals and Dates,Structural / Uncertain,inherited,1570-1590#15
combined,1590-1610,15,985,venir; moins; quelques; molti; essi; depuis; mesmes; percioche; encore; royaume,French Language Text,Structural / Uncertain,inherited,1570-1590#11
combined,1590-1610,18,342,quhy; thairfoir; declair; richt; agane; quhill; thocht; befoir; weill; zit,Scots-Language Chronicle Text,Structural / Uncertain,inherited,1570-1590#14
combined,1590-1610,11,1479,moesia; bourguignon; archiepiscopo; ymryson; mercatores; duras; gulielmo; philopator; royaumes; siccr,Mixed Names and Latin Fragments,Structural / Uncertain,inherited,1570-1590#5
combined,1610-1630,0,6559,embryo; uniuersity; intruder; vproare; hebraisme; assertions; fines; amorite; jurisdiction; annuities,"Kingdoms, Officials and Institutions","Government, Law & Administration",inherited,1590-1610#0
combined,1610-1630,4,3924,flatters; tempts; denyeth; alleageth; stileth; tearmeth; recommend; oppresseth; reject; termeth,"Obedience, Conscience and Sin","Religion, Theology & the Church",inherited,1590-1610#8
combined,1610-1630,9,2096,flowry; quadrant; rhosne; spangled; clifts; flakes; sky; whoes; tanais; welkin,"Body, Ailments and Remedies","Medicine, Body & Health",inherited,1590-1610#1
combined,1610-1630,13,1065,shamefully; audaciously; barbarously; impiously; impudently; egregiously; vntruly; copiously; louingly; essentially,Manner Adverbs (-ly Forms),Structural / Uncertain,inherited,1590-1610#12
combined,1610-1630,14,932,assur; ammonites; amaziah; ioram; moabites; ammon; assirians; iehoram; ezekiel; philistins,Roman Numerals and Dates,Structural / Uncertain,inherited,1590-1610#16
combined,1610-1630,2,5137,sorrell; cinamon; ierkin; leather; mallard; citrons; smallage; quinces; doublet; berries,Latin Pharmacy and Apothecary Terms,"Medicine, Body & Health",inherited,1590-1610#6
combined,1610-1630,10,1623,sirra; frisco; cle; delio; seb; brac; adonis; nisus; iack; tinker,Chivalric Romance Narrative Verbs,"Literature, Drama & Poetic Diction",inherited,1590-1610#10
combined,1610-1630,7,2868,carlton; ralph; diaz; windsore; henault; gloucester; ieronimo; thorpe; northwales; darby,British Chronicle: Places and Persons,"History, Genealogy, Nobility & Kinship",inherited,1590-1610#5
combined,1610-1630,5,3636,tinkers; routs; bawdes; dissimulations; panders; forgeries; calumniations; worldlinesse; luxury; luxurie,Virtue and Moral Qualities,Morality: Virtue & Vice,inherited,1590-1610#3
combined,1610-1630,15,485,sixtie; sixty; fourteene; thirtie; fourteenth; fiftie; sixteene; seauenteenth; februarie; xxiiii,"Dates, Months and Calendar Terms",Structural / Uncertain,inherited,1590-1610#14
combined,1610-1630,3,3962,leaps; courted; flung; rippe; beguil'd; heaued; ripped; stir'd; dissenteth; tumble,Mixed Latin Arithmetic and Names,Structural / Uncertain,inherited,1590-1610#4
combined,1610-1630,6,3078,sac; malmesb; gregorius; epit; episc; sacr; cathol; petil; defens; adrianus,Second-Person Verb Forms,Structural / Uncertain,inherited,1590-1610#7
combined,1610-1630,1,6522,quamvis; uno; vtpote; priusquam; fati; inquam; vndique; cunctis; denique; interdum,Latin Text (Function Words),Structural / Uncertain,inherited,1590-1610#2
combined,1610-1630,16,272,seri; saepi; penit; ampli; albones; denis; alti; albons; maximin; poti,Scots-Language Chronicle Text,Structural / Uncertain,inherited,1590-1610#18
combined,1610-1630,12,1155,bydd; gwrando; hyder; byw; marw; mwy; attaf; drugaredd; rhan; eglur,Dutch/German Text,Structural / Uncertain,inherited,1590-1610#13
combined,1610-1630,18,231,oughtst; sinnest; pleasest; deniest; seruest; vvilt; requirest; saiest; com'st; loosest,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1590-1610#19
combined,1610-1630,17,260,relyed; relies; relied; spitted; preyed; horseback; fathered; relyeth; looker; railed,Latin Grammar Terminology,Structural / Uncertain,inherited,1590-1610#9
combined,1610-1630,11,1286,yeux; soleil; papes; l'huomo; stomaco; pouuoir; fois; vient; quelli; vray,French Language Text,Structural / Uncertain,inherited,1590-1610#15
combined,1610-1630,19,101,uersation; sidering; maunded; monwealth; trarie; mandeth; fusion; forted; secrated; fessed,Truncated Word Fragments,Structural / Uncertain,inherited,1590-1610#17
combined,1610-1630,8,2386,iaen; clywed; teco; ddirgel; ddywedant; spine; hurtado; cingis; chyfiawnder; caethiwed,Mixed Names and Latin Fragments,Structural / Uncertain,inherited,1590-1610#11
combined,1630-1650,0,8437,amorite; anchorite; irishman; ironie; hermaphrodite; umbell; rascalls; unbeliever; incubus; enthymeme,Virtue and Moral Qualities,Morality: Virtue & Vice,inherited,1610-1630#5
combined,1630-1650,5,3099,hum; chi; slen; queane; daphne; bla; stult; mir; knaue; sirra,Chivalric Romance Narrative Verbs,"Literature, Drama & Poetic Diction",inherited,1610-1630#10
combined,1630-1650,10,1852,cramps; dropsies; flegme; semicircle; windinesse; inflammations; lungues; phlegme; inflamation; chollicke,"Body, Ailments and Remedies","Medicine, Body & Health",inherited,1610-1630#9
combined,1630-1650,13,1097,abijah; amaziah; ioash; iehoram; amon; ismael; ahaziah; aram; benhadad; ezekias,Roman Numerals and Dates,Structural / Uncertain,inherited,1610-1630#14
combined,1630-1650,8,2376,reversion; assessements; payments; disseisor; bayliffs; arrerages; escheators; plaintiff; replevin; pensions,"Kingdoms, Officials and Institutions","Government, Law & Administration",inherited,1610-1630#0
combined,1630-1650,2,5273,sorrell; berries; endiue; succory; cinnamon; quinces; embrodered; taffata; velvet; fumitory,Latin Pharmacy and Apothecary Terms,"Medicine, Body & Health",inherited,1610-1630#2
combined,1630-1650,4,3445,charm'd; vext; deceiv'd; betray'd; scoft; laugh'd; laught; carpe; ruinated; courted,Mixed Latin Arithmetic and Names,Structural / Uncertain,inherited,1610-1630#3
combined,1630-1650,3,4856,avoucheth; stileth; quotes; interprets; applies; blesseth; tearmeth; imputes; expels; assureth,"Obedience, Conscience and Sin","Religion, Theology & the Church",inherited,1610-1630#4
combined,1630-1650,17,560,fiftie; thirtie; thirteene; parliamenti; nouember; henrici; fourescore; festivall; celebration; novem,"Dates, Months and Calendar Terms",Structural / Uncertain,inherited,1610-1630#15
combined,1630-1650,15,797,impiously; unchristianly; maliciously; abominably; impudently; discreetly; scandalously; injuriously; audaciously; malitiously,Manner Adverbs (-ly Forms),Structural / Uncertain,inherited,1610-1630#13
combined,1630-1650,9,2137,trussed; stir'd; flung; cooped; stird; doated; billowes; dammed; relyed; gliding,Latin Grammar Terminology,Structural / Uncertain,inherited,1610-1630#17
combined,1630-1650,6,2824,sicilia; dalmatia; dacia; woodstocke; ancona; shrewsbury; marca; sardinia; flaunders; southampton,British Chronicle: Places and Persons,"History, Genealogy, Nobility & Kinship",inherited,1610-1630#7
combined,1630-1650,7,2669,defens; emendat; biblioth; carm; libr; praefat; andreas; sacr; epit; citat,Second-Person Verb Forms,Structural / Uncertain,inherited,1610-1630#6
combined,1630-1650,1,8086,inquam; dari; debeat; utrinque; tantam; discursu; vocamus; quodque; velint; multas,Latin Text (Function Words),Structural / Uncertain,inherited,1610-1630#1
combined,1630-1650,11,1577,walton; barker; randall; pury; sadler; fleming; barrington; wallis; mowbray; leighton,Truncated Word Fragments,Structural / Uncertain,inherited,1610-1630#19
combined,1630-1650,18,237,perceivest; requirest; intendest; talkest; pretendest; receivest; saiest; spakest; runnest; didest,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1610-1630#18
combined,1630-1650,20,90,xix; xv; xviii; xxix; xxiii; xxxii; xxv; xxii; xvii; xxvi,Roman Numerals,Structural / Uncertain,human,
combined,1630-1650,19,221,longi; augustins; ulteri; meli; alban; ampli; facili; hilarie; edmunds; penit,Scots-Language Chronicle Text,Structural / Uncertain,inherited,1610-1630#16
combined,1630-1650,14,892,llall; pawb; ydynt; drwy; cwbl; hefyd; clywed; gwneuthur; yw'r; drwg,Dutch/German Text,Structural / Uncertain,inherited,1610-1630#12
combined,1630-1650,16,653,acht; encore; gur; faict; mesmes; eux; amhail; maseadh; ci; peu,French Language Text,Structural / Uncertain,inherited,1610-1630#11
combined,1630-1650,12,1478,piacenza; renatus; scabiosa; mandavit; awron; naturas; feloniam; gallwn; hominu; oportebit,Mixed Names and Latin Fragments,Structural / Uncertain,inherited,1610-1630#8
combined,1650-1670,11,1970,leaue; deceiue; loue; itt; euen; accurately; audaciously; unchristianly; beleeue; conceiued,Manner Adverbs (-ly Forms),Structural / Uncertain,inherited,1630-1650#15
combined,1650-1670,1,9229,allegorie; alcetas; interjection; ideot; peevishness; atrophia; anchorite; estray; toyish; excrescence,Virtue and Moral Qualities,Morality: Virtue & Vice,inherited,1630-1650#0
combined,1650-1670,9,2892,mir; sirra; dessandro; pish; eug; doll; valerio; phi; euph; dogrel,Chivalric Romance Narrative Verbs,"Literature, Drama & Poetic Diction",inherited,1630-1650#5
combined,1650-1670,6,3956,copyhold; termor; disseisor; demandant; assise; disseisin; disseisee; replevin; grantee; feoffee,"Kingdoms, Officials and Institutions","Government, Law & Administration",inherited,1630-1650#8
combined,1650-1670,15,1266,jehoram; aram; azariah; jehoahaz; ahaziah; amaziah; hezron; zechariah; moab; eliab,Roman Numerals and Dates,Structural / Uncertain,inherited,1630-1650#13
combined,1650-1670,2,8195,asserteth; asserts; affirmeth; carped; hates; receded; interprets; complied; boggle; explains,"Obedience, Conscience and Sin","Religion, Theology & the Church",inherited,1630-1650#3
combined,1650-1670,17,552,iune; duckats; walms; twentie; celebrating; festivals; solemnities; pintes; thirteen; iuly,"Dates, Months and Calendar Terms",Structural / Uncertain,inherited,1630-1650#17
combined,1650-1670,5,5211,catt; hog; stockins; taffaty; curled; duck; mallard; sattin; kite; buttocks,Latin Pharmacy and Apothecary Terms,"Medicine, Body & Health",inherited,1630-1650#2
combined,1650-1670,10,2737,sardinia; galicia; astrachan; calabria; murcia; brunswick; peloponesus; sumatra; livonia; epirus,British Chronicle: Places and Persons,"History, Genealogy, Nobility & Kinship",inherited,1630-1650#6
combined,1650-1670,12,1969,cooped; blockt; wrapp'd; flung; stirrs; hudled; wrapping; swalloweth; dammed; spewed,Latin Grammar Terminology,Structural / Uncertain,inherited,1630-1650#9
combined,1650-1670,4,5691,scordium; sorrell; lungues; bettony; viscous; bugloss; fryed; agrimony; bistort; dropsies,"Body, Ailments and Remedies","Medicine, Body & Health",inherited,1630-1650#10
combined,1650-1670,0,10465,haberi; novos; simulque; quaeque; cernis; utique; solummodo; reddunt; muneribus; utpote,Latin Text (Function Words),Structural / Uncertain,inherited,1630-1650#1
combined,1650-1670,16,1170,bc; rectangle; bf; fc; db; diameters; fg; segments; solids; semidiameter,Mixed Latin Arithmetic and Names,Structural / Uncertain,inherited,1630-1650#4
combined,1650-1670,8,3045,hughes; carey; boteler; melton; hatton; basset; thornton; gillingham; seaton; trenchard,Truncated Word Fragments,Structural / Uncertain,inherited,1630-1650#11
combined,1650-1670,7,3829,theolog; syntag; nicolaus; praef; dogmat; joannes; synt; insti; bromt; euch,Second-Person Verb Forms,Structural / Uncertain,inherited,1630-1650#7
combined,1650-1670,19,344,actest; esteemest; diddest; speak'st; enjoyest; saidest; haddest; beginnest; conceivest; gettest,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1630-1650#18
combined,1650-1670,3,6121,tranquillitate; fynck; veros; pimhill; vacantem; superbiam; daiarol; servientium; utrobique; crechurch,Mixed Names and Latin Fragments,Structural / Uncertain,inherited,1630-1650#12
