region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from
american,1690-1710,36,81,hideous; amazing; horrible; woful; ox; lamentable; grievous; formidable; sore; bitter,"Grace, Righteousness and Repentance","Religion, Theology & the Church",inherited,1670-1690#33
american,1690-1710,45,46,indian; casseekey; prisoners; back; spaniards; indians; french; canada; thither; captives,Directional Particles and Verbs,Structural / Uncertain,inherited,1670-1690#41
american,1690-1710,4,171,anguish; groans; sensual; fury; atheism; hellish; wounds; hypocrisie; grief; sinfulness,"Sin, Vice and Corruption",Morality: Virtue & Vice,inherited,1670-1690#29
american,1690-1710,26,98,woods; massachusetts; bristol; castle; bay; boat; colony; albany; plymouth; island,"Gentiles, Conversion and Prophets","Religion, Theology & the Church",inherited,1670-1690#12
american,1690-1710,32,90,affectionate; useful; desirable; noble; exemplary; admirable; observable; frequent; religious; eminently,Comets and Celestial Phenomena,"Science, Mathematics & Natural Philosophy",inherited,1670-1690#32
american,1690-1710,19,113,gott; ruined; burned; kill'd; fell; consumed; murdered; sat; buried; wept,"Killing, Slaughter and Captivity",Military & Warfare,inherited,1670-1690#26
american,1690-1710,23,106,throw; smite; melt; hang; beat; tear; remove; strike; break; flee,Wilderness Journey and Wickedness,"Religion, Theology & the Church",inherited,1670-1690#16
american,1690-1710,0,245,propose; oblige; advise; grieve; expose; submit; assist; perswade; engage; conform,Common Verbs in Bare Infinitive,Structural / Uncertain,inherited,1670-1690#0
american,1690-1710,25,99,practices; authors; heresies; passages; errors; crimes; doctrines; writings; assertions; abuses,Ministerial Qualifications and Gifts,"Religion, Theology & the Church",inherited,1670-1690#5
american,1690-1710,28,97,november; february; december; october; july; september; month; june; january; ninth,"Election, Conversion and Synod Debate","Religion, Theology & the Church",inherited,1670-1690#19
american,1690-1710,5,158,denies; affirms; calls; calleth; counts; giveth; expresseth; declares; teaches; shews,Third-Person '-eth' Verb Forms,Structural / Uncertain,inherited,1670-1690#20
american,1690-1710,21,110,colonies; provinces; companies; islands; troops; plantations; jurisdictions; customs; garrison; regiment,"Colonies, Provinces and Territory",Geography & Territory,inherited,1670-1690#30
american,1690-1710,29,96,abilities; vertues; passions; interests; inclinations; capacities; qualifications; conversations; performances; services,"Prudence, Diligence and Personal Virtue",Morality: Virtue & Vice,inherited,1670-1690#31
american,1690-1710,2,188,commissioner; sheriffs; assessments; collectors; rates; excise; assessment; commissioners; collector; constables,Magistrates and Legal Jurisdiction,"Government, Law & Administration",inherited,1670-1690#4
american,1690-1710,20,113,deceived; horribly; abused; horrid; accused; cruel; witchcraft; grievously; exposed; troubled,"Christ, Satan and Biblical Patriarchs","Religion, Theology & the Church",inherited,1670-1690#15
american,1690-1710,11,131,assertion; interpretation; evidence; proof; doctrinal; argument; belief; perswasion; contradiction; sence,"Evidence, Belief and Demonstration",Rhetoric & Persuasion,inherited,1670-1690#36
american,1690-1710,9,139,arrows; top; belly; neck; gun; garments; horses; tower; hole; faces,Body Parts,"Medicine, Body & Health",inherited,1670-1690#35
american,1690-1710,42,53,endure; sick; saved; perish; sleep; damned; enjoy; dye; abide; mourn,Mortality and Religious Exhortation,"Religion, Theology & the Church",inherited,1670-1690#18
american,1690-1710,30,95,attributes; precepts; circumcision; soveraignty; directions; institutions; inspirations; providences; perfections; sacraments,"Nature, Essence and Philosophical Form","Science, Mathematics & Natural Philosophy",inherited,1670-1690#38
american,1690-1710,3,176,rocks; brimstone; tempest; snow; mountains; hills; thunder; fierce; dew; stones,Apocalyptic and Cosmic Imagery,"Religion, Theology & the Church",inherited,1670-1690#1
american,1690-1710,12,127,malicious; odious; foolish; gross; damnable; dangerous; pernicious; hurtful; vile; envious,"Baptism, Posterity and Church Membership","Religion, Theology & the Church",inherited,1670-1690#2
american,1690-1710,22,107,praises; contentment; felicity; blessedness; goodness; comfort; hearty; adore; praise; joy,Divine Attributes and Majesty,"Religion, Theology & the Church",inherited,1670-1690#34
american,1690-1710,31,92,defendant; prosecuted; summoned; process; declaration; bill; verdict; summons; indictment; liable,General Descriptive Adjectives,Structural / Uncertain,inherited,1670-1690#11
american,1690-1710,37,72,majesty's; governours; dominions; militia; approbation; allegiance; queens; majestys; vote; lady,Royal Authority and Allegiance,"Government, Law & Administration",human,
american,1690-1710,10,133,thrown; carryed; broke; turn'd; ran; thrust; sunk; driven; running; carried,Colonial New England Narrative,"History, Genealogy, Nobility & Kinship",inherited,1670-1690#6
american,1690-1710,16,120,careful; compelled; carefully; legally; obliged; duely; readily; qualified; needful; loth,Predicate Adjectives of Feeling,Structural / Uncertain,inherited,1670-1690#7
american,1690-1710,27,98,smith; esq; nicholas; governor; samuell; edward; van; thomas; secretary; lieut,"Charters, Petitions and Government Documents","Government, Law & Administration",inherited,1670-1690#42
american,1690-1710,35,82,samuel; isaiah; daniel; cornelius; joseph; ezekiel; egyptians; aaron; jeremiah; isaac,Psalms of Praise and Worship,"Religion, Theology & the Church",inherited,1670-1690#17
american,1690-1710,15,123,owen; lib; paragraph; dr; printed; doctor; pusey; bomb; writer; preface,Scripture Exegesis and Biblical Text,"Religion, Theology & the Church",inherited,1670-1690#3
american,1690-1710,24,103,wood; oyl; pint; rivers; sugar; flower; flowers; drops; red; ounces,"Battle, Bloodshed and Combat",Military & Warfare,inherited,1670-1690#43
american,1690-1710,17,115,collecting; observance; revenue; management; shipping; regulation; establishment; establishing; settlement; settling,Church and State Governance,"Government, Law & Administration",inherited,1670-1690#24
american,1690-1710,40,62,converse; smitten; joyning; acquainted; visited; struck; filled; fill'd; furnished; consistent,Generic Past-Participle Verbs,Structural / Uncertain,inherited,1670-1690#44
american,1690-1710,33,88,dependence; dependance; observations; shore; reflections; pitch; insisted; remarks; reflection; impression,"Duty, Obligation and Reliance",Morality: Virtue & Vice,inherited,1670-1690#37
american,1690-1710,46,29,constant; supplications; fervent; fasting; diligent; supplication; meditation; earnest; humble; singing,"Prayer, Fasting and Devotional Practice","Religion, Theology & the Church",human,
american,1690-1710,48,20,didst; whither; wast; wouldest; wilt; wouldst; shouldst; shouldest; mayst; mayest,Archaic Second-Person Verb Forms,Structural / Uncertain,inherited,1670-1690#45
american,1690-1710,44,51,seperated; derived; separate; redeemed; flows; excluded; restrained; freed; preserved; departed,Apostasy and Religious Separation,"Religion, Theology & the Church",inherited,1670-1690#40
american,1690-1710,41,62,calamities; attempts; plagues; courses; evils; temptations; sorrows; mischiefs; fraud; desertions,Calamities and Divine Judgments,"Religion, Theology & the Church",human,
american,1690-1710,49,20,advantage; encouragement; success; relief; security; check; attention; thanks; pains; occasion,Lament and Deliverance,"Religion, Theology & the Church",inherited,1670-1690#25
american,1690-1710,34,86,cum; ac; ab; quam; ed; si; qui; esse; epist; christi,Plymouth and Massachusetts Colonial History,"History, Genealogy, Nobility & Kinship",inherited,1670-1690#10
american,1710-1730,5,221,internal; agency; excellencies; transcendent; faithfulness; glories; sanctification; bounty; sovereignty; lustre,"Providence, Saints and Election","Religion, Theology & the Church",inherited,1690-1710#6
american,1710-1730,32,98,fifteen; nine; sixty; sixteen; thirty; fifty; eighteen; eighty; eight; clock,Councils and Civil Administration,"Government, Law & Administration",inherited,1690-1710#38
american,1710-1730,24,125,daniel; hezekiah; type; isaac; aaron; saul; elisha; elijah; temple; redeemer,Psalms of Praise and Worship,"Religion, Theology & the Church",inherited,1690-1710#35
american,1710-1730,2,264,dangerous; unnatural; vicious; intolerable; aggravated; base; stupid; criminal; shameful; proud,"Baptism, Posterity and Church Membership","Religion, Theology & the Church",inherited,1690-1710#12
american,1710-1730,26,116,mary; daughter; sister; mothers; sarah; flocks; daughters; mother; husband; deceased,"Souls, Sin and Devotion","Religion, Theology & the Church",inherited,1690-1710#7
american,1710-1730,20,131,xxiii; xx; xvi; xix; xiii; xxviii; xxv; xii; zech; xxii,Biblical Book Abbreviations,Structural / Uncertain,inherited,1690-1710#18
american,1710-1730,11,179,refer; imagine; commend; propose; suggest; advise; apply; allow; inform; assure,"Reasoning, Belief and Doubt",Rhetoric & Persuasion,inherited,1690-1710#13
american,1710-1730,46,43,contain'd; principal; highest; otherwise; mainly; larger; easier; brightest; stronger; principally,Comparative and Degree Adverbs,Structural / Uncertain,inherited,1690-1710#47
american,1710-1730,19,135,sobriety; purity; gravity; loyalty; fundamental; humility; fidelity; temper; constancy; inclination,Church Doctrine and Ordinances,"Religion, Theology & the Church",inherited,1690-1710#14
american,1710-1730,29,105,considerations; towns; observations; provinces; sects; rites; plantations; countries; companies; buildings,Ministerial Qualifications and Gifts,"Religion, Theology & the Church",inherited,1690-1710#25
american,1710-1730,0,304,observ'd; asserted; maintained; consecrated; interpreted; examined; govern'd; declared; shewn; explained,Legal Proceedings and Liberties,"Government, Law & Administration",inherited,1690-1710#1
american,1710-1730,18,137,boat; schooner; hunting; shot; gun; capt; harbour; boats; canoo; cape,Directional Particles and Verbs,Structural / Uncertain,inherited,1690-1710#45
american,1710-1730,41,67,felicity; enjoyment; existence; blessedness; fading; duration; enjoyments; ornaments; incorruptible; treasures,Divine Attributes and Majesty,"Religion, Theology & the Church",inherited,1690-1710#22
american,1710-1730,43,51,midnight; philadelphia; lebanon; aimed; vienna; wondred; length; laugh; rate; arrival,Wilderness Journey and Wickedness,"Religion, Theology & the Church",inherited,1690-1710#23
american,1710-1730,4,232,threw; turn'd; thrust; throw; fired; thrown; pull; ran; carry'd; throwing,Colonial New England Narrative,"History, Genealogy, Nobility & Kinship",inherited,1690-1710#10
american,1710-1730,38,86,tempers; qualities; inclinations; appetites; endowments; humours; intellectual; ideas; acquired; practices,General Descriptive Adjectives,Structural / Uncertain,inherited,1690-1710#31
american,1710-1730,25,118,foes; cloaths; bone; lamps; swords; shoulders; fields; bones; teeth; negligence,Body Parts,"Medicine, Body & Health",inherited,1690-1710#9
american,1710-1730,8,189,luxury; intemperance; fraud; sensual; resentment; atheism; uncleanness; malignity; hatred; pride,"Sin, Vice and Corruption",Morality: Virtue & Vice,inherited,1690-1710#4
american,1710-1730,34,93,unable; careful; forc'd; ac; unwilling; oblig'd; sir; syr; enabled; perswaded,Predicate Adjectives of Feeling,Structural / Uncertain,inherited,1690-1710#16
american,1710-1730,40,82,october; anno; september; month; january; april; winter; july; december; june,"Election, Conversion and Synod Debate","Religion, Theology & the Church",inherited,1690-1710#28
american,1710-1730,3,242,serviceable; essential; decent; extensive; conspicuous; dutiful; adapted; unwearied; steady; passionate,Comets and Celestial Phenomena,"Science, Mathematics & Natural Philosophy",inherited,1690-1710#32
american,1710-1730,13,161,expose; compel; discover; oppress; satisfy; shun; provoke; grieve; flatter; justify,Mortality and Religious Exhortation,"Religion, Theology & the Church",inherited,1690-1710#42
american,1710-1730,27,110,corn; timber; fish; weather; cattle; brain; wheat; sweat; shoes; wet,"Battle, Bloodshed and Combat",Military & Warfare,inherited,1690-1710#24
american,1710-1730,15,145,capacities; acknowledgments; employments; performances; constitutions; callings; studies; qualifications; devotions; rights,"Prudence, Diligence and Personal Virtue",Morality: Virtue & Vice,inherited,1690-1710#29
american,1710-1730,49,11,single; another's; accord; lofty; each; designing; ev'ry; fo; every; anothers,Frontier Warfare and Terrain,Military & Warfare,inherited,1690-1710#39
american,1710-1730,12,179,essay; narrative; explanation; projection; signification; doctrinal; illustration; assertion; tenor; paragraph,"Evidence, Belief and Demonstration",Rhetoric & Persuasion,inherited,1690-1710#11
american,1710-1730,42,60,misery; threatning; indignation; displeasure; tokens; dread; testified; anger; severity; punishment,"Colonies, Provinces and Territory",Geography & Territory,inherited,1690-1710#21
american,1710-1730,47,28,enacted; ceremonial; moral; positive; obligation; violation; annexed; precept; penalty; repugnant,"Nature, Essence and Philosophical Form","Science, Mathematics & Natural Philosophy",inherited,1690-1710#30
american,1710-1730,14,160,deacons; apostolick; diocesan; ordain'd; ecclesiastical; ordination; synods; superior; episcopacy; inferior,"Argument, Proof and Rebuttal",Rhetoric & Persuasion,inherited,1690-1710#8
american,1710-1730,1,278,coals; rocks; tempest; thick; hail; smoke; brass; waves; rivers; furnace,Apocalyptic and Cosmic Imagery,"Religion, Theology & the Church",inherited,1690-1710#3
american,1710-1730,7,197,declares; refers; applies; mentions; expresseth; denies; owns; loveth; asserts; owes,Third-Person '-eth' Verb Forms,Structural / Uncertain,inherited,1690-1710#5
american,1710-1730,23,127,massachusetts; islands; castle; eastward; neighbouring; spanish; connecticut; bay; monarchy; majesties,"Gentiles, Conversion and Prophets","Religion, Theology & the Church",inherited,1690-1710#26
american,1710-1730,37,87,fever; horror; disease; anguish; distemper; pain; calamity; grief; dissolution; uneasiness,Lament and Deliverance,"Religion, Theology & the Church",inherited,1690-1710#49
american,1710-1730,9,180,recommend; oblige; reduce; engage; submit; conform; encourage; uphold; exert; perswade,Common Verbs in Bare Infinitive,Structural / Uncertain,inherited,1690-1710#0
american,1710-1730,28,107,reflecting; depended; firing; depending; dependence; dependance; reflect; relying; imposed; trample,"Duty, Obligation and Reliance",Morality: Virtue & Vice,inherited,1690-1710#33
american,1710-1730,33,97,activity; industry; maintaining; improving; usefulness; supporting; promoting; mirth; rectitude; governing,Church and State Governance,"Government, Law & Administration",inherited,1690-1710#17
american,1710-1730,35,93,restrain; derived; cleansed; banished; excluded; recover; abstain; flowing; cleanse; freed,Apostasy and Religious Separation,"Religion, Theology & the Church",inherited,1690-1710#44
american,1710-1730,21,130,lieut; edward; robert; smith; francis; cornelius; brown; esq; stephen; lieutenant,"Charters, Petitions and Government Documents","Government, Law & Administration",inherited,1690-1710#27
american,1710-1730,22,127,cyprian; judicious; writings; writer; modern; celebrated; revelations; jerom; titus; famous,Scripture Exegesis and Biblical Text,"Religion, Theology & the Church",inherited,1690-1710#15
american,1710-1730,44,50,fervent; importunity; supplications; praises; praying; hearty; importunate; earnest; thanksgiving; supplication,"Prayer, Fasting and Devotional Practice","Religion, Theology & the Church",inherited,1690-1710#46
american,1710-1730,10,179,tobacco; cash; quantity; commodity; yearly; selling; commodities; ships; sugar; consumption,"Goods, Wares and Trade Commodities","Trade, Finance & Commerce",inherited,1690-1710#43
