region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from
combined,1510-1530,37,56,hattes; alonge; gascoyne; toguyder; valiantly; assaulte; enclosed; shippes; dykes; frenchmen,Military Campaign Narrative,Military & Warfare,human,
combined,1510-1530,19,139,styrre; aunswere; offer; rendre; happely; yeue; mynyster; byndeth; thoght; ordened,Mixed Verb Forms,Structural / Uncertain,human,
combined,1510-1530,43,46,wette; opyned; hedde; lytter; meyny; coste; lettynge; horsebacke; sores; bote,Miscellaneous Narrative Fragments,Structural / Uncertain,human,
combined,1510-1530,23,112,countreys; fotemen; forestes; burgesses; costes; furnysshed; positio; countres; parlement; pyllers,"Parliament, Estates and Nobility","Government, Law & Administration",human,
combined,1510-1530,40,47,newcastell; vsurye; couenaunt; mountayne; poicters; growen; loues; danys; dyke; prouynce,Miscellaneous Narrative Fragments,Structural / Uncertain,human,
combined,1510-1530,27,107,aureos; tertij; uitam; prior; uno; alterum; posse; augustinus; tribus; pecunia,Latin Arithmetic Text,"Science, Mathematics & Natural Philosophy",human,
combined,1510-1530,3,256,dimidium; regulam; differentiam; stell; lucrum; marcell; zelande; blud; greatlye; fleme,Mixed Names and Fragments,Structural / Uncertain,human,
combined,1530-1550,47,132,wodde; lyttell; lytel; littell; dyuers; sondry; sondrie; myche; lyttel; forasmoch,"Battle Outcomes, Past Participles",Military & Warfare,inherited,1510-1530#28
combined,1530-1550,30,284,redempcion; iustificacion; deseruinges; sauyoure; sauior; redempcyon; promises; merite; fayeth; faithe,"Faith, Sin and Justification","Religion, Theology & the Church",inherited,1510-1530#1
combined,1530-1550,0,895,assist; compell; enforce; condemne; resist; condempne; belong; keape; nyl; impute,Infinitive Verb Forms,Structural / Uncertain,inherited,1510-1530#5
combined,1530-1550,46,134,peare; legates; carpenter; monke; shop; seruaunte; magistrate; murtherer; bisshoppe; bishop,Miscellaneous Narrative Fragments,Structural / Uncertain,inherited,1510-1530#43
combined,1530-1550,43,159,deuydeth; whereby; wherby; whilest; trulye; sithens; whereof; whyther; whether; wherfore,Mixed Verb Forms,Structural / Uncertain,inherited,1510-1530#19
combined,1530-1550,42,168,yolke; homicide; adder; onis; hogge; ape; instrumente; egge; lare; aduerbe,Herbal and Animal Remedies,"Medicine, Body & Health",inherited,1510-1530#38
combined,1530-1550,12,416,sauage; dooynges; deceytes; imaginations; noughtye; beastly; perswasions; wyly; supersticio; dise,Worldly Vice and Temptation,Morality: Virtue & Vice,inherited,1510-1530#22
combined,1530-1550,24,319,disquieted; filled; enryched; combred; wounded; furnyshed; consumed; beset; smyten; distroyed,Mixed Names and Fragments,Structural / Uncertain,inherited,1510-1530#3
combined,1530-1550,20,333,vie; val; ni; tiel; della; cose; mae; sono; yw; nyd,Law French Legal Text,Structural / Uncertain,inherited,1510-1530#13
combined,1530-1550,15,386,kene; amyable; fierce; marciall; vehement; pestiferous; sobre; discrete; wexed; perillous,Poetic Description and Beauty,"Literature, Drama & Poetic Diction",inherited,1510-1530#33
combined,1530-1550,10,457,vsages; abbottes; preistes; howses; constitucions; chanons; ceremonyes; deanes; canons; rites,"Estates, Offices and Institutions","Government, Law & Administration",inherited,1510-1530#7
combined,1530-1550,27,299,euydently; plainly; crane; sweter; euidente; lasse; sufficiently; euidently; perfectly; lyghtely,"Wrongdoing, Fraud and Harm",Morality: Virtue & Vice,inherited,1510-1530#25
combined,1530-1550,45,138,doune; down; ayene; incontynent; asyde; flyght; backe; sodeynly; sodaynly; narowe,Combat and Action Narration,Military & Warfare,inherited,1510-1530#11
combined,1530-1550,2,679,benne; slaine; inuaded; amended; mocked; instituted; susteined; subuerted; lamented; confounded,Chivalric Romance Narration,"Literature, Drama & Poetic Diction",inherited,1510-1530#6
combined,1530-1550,31,282,arcyte; thynk; perceiue; perceaue; wyste; wyst; ah; wist; cornix; wot,Verbs of Thinking and Perceiving,Structural / Uncertain,inherited,1510-1530#12
combined,1530-1550,13,402,neighboure; iniquities; enymes; teethe; heartes; doynges; offenses; feblenes; duties; companyons,"Salvation, Merit and Virtue","Religion, Theology & the Church",inherited,1510-1530#9
combined,1530-1550,38,225,westminster; syege; mydnyght; westmynster; dyce; yorke; oxforde; lengthe; rauenna; euensonge,Daily Routine and Mealtimes,"Domestic Life, Dress & Household",inherited,1510-1530#36
combined,1530-1550,4,536,threwe; throwen; cary; chaumbre; pulled; cutteth; carye; plucke; caryed; blowe,Base-Form Verbs,Structural / Uncertain,inherited,1510-1530#30
combined,1530-1550,5,521,guysnes; caleys; liberties; hundredes; archedeacons; castelles; reuenues; marches; countye; pencions,Legal Writs and Property Law,"Government, Law & Administration",inherited,1510-1530#15
combined,1530-1550,19,344,blood; drynkyng; bloode; eter; eating; meat; eatyng; dampnacyon; dampnacion; bodie,"Christ, Virgin and Trinity Devotion","Religion, Theology & the Church",inherited,1510-1530#24
combined,1530-1550,33,277,enormities; studies; perils; religions; sophisters; auctours; artes; vses; vniuersities; testimonies,"Parliament, Estates and Nobility","Government, Law & Administration",inherited,1510-1530#23
combined,1530-1550,44,158,preaching; scri; pture; ministracion; preching; teaching; preachyng; cano; scryptures; canonycall,"Scripture, Doctrine and Preaching","Religion, Theology & the Church",human,
combined,1530-1550,9,464,baith; quhyll; thairof; pychtis; quhil; slauchter; mouit; wiffis; efter; nowmer,Dutch and German Text,Structural / Uncertain,inherited,1510-1530#42
combined,1530-1550,8,484,rekeneth; feareth; rebuketh; fealeth; affirmeth; testifyeth; describeth; regardeth; despiseth; nameth,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1510-1530#18
combined,1530-1550,16,383,octauius; gallia; discomfited; caius; seuerus; rufus; maximian; lucius; priamus; claudius,Royal and Noble Names,"History, Genealogy, Nobility & Kinship",inherited,1510-1530#17
combined,1530-1550,40,177,doughter; daughter; soonne; heire; elizabeth; vyrgyn; wyfes; mayden; mayde; sister,Family and Kinship Terms,"History, Genealogy, Nobility & Kinship",inherited,1510-1530#44
combined,1530-1550,7,503,benignitie; industrie; humblenes; sincere; sobrenes; mercie; benygne; policie; clemencie; temperaunce,Virtues and Excellent Qualities,Morality: Virtue & Vice,inherited,1510-1530#0
combined,1530-1550,11,420,sleues; browes; toppe; sponge; top; walle; cowe; share; robe; heer,Place Names and Geographic Terms,Geography & Territory,inherited,1510-1530#8
combined,1530-1550,1,701,posuit; princeps; fama; dedit; illius; igitur; mortem; fuerit; quoque; apostoli,Latin Religious Text,Structural / Uncertain,inherited,1510-1530#10
combined,1530-1550,37,228,roger; glocester; roberte; nicolas; raufe; rychard; diademe; willyam; william; robert,English Nobility and Earldoms,"History, Genealogy, Nobility & Kinship",inherited,1510-1530#31
combined,1530-1550,53,71,praysynge; ordinance; election; laudes; honor; praise; honoure; ordinaunce; magnifie; gyuynge,Praise and Worship,"Religion, Theology & the Church",human,
combined,1530-1550,34,257,proposicion; innocentius; matthew; mathew; chapi; chaptre; phrase; hystorye; history; epystle,Latin Grammar Instruction,"Books, Learning & Scholarship",inherited,1510-1530#21
combined,1530-1550,17,379,bankes; woddes; grauell; riuers; ryuers; wynd; tyber; toppes; feldes; dennes,Miscellaneous Narrative Fragments,Structural / Uncertain,inherited,1510-1530#40
combined,1530-1550,14,390,iurisdiccion; affaires; dignities; sleyght; dominions; conseruation; auantage; furtheraunce; offices; administration,"Jurisdiction, Dominion and Office","Government, Law & Administration",human,
combined,1530-1550,29,288,score; lxxx; apryll; twentye; nouember; marche; ianuary; december; october; moneth,Roman Numerals and Dates,Structural / Uncertain,inherited,1510-1530#14
combined,1530-1550,6,511,hennes; fygges; gynger; saffron; blewe; thycke; lekes; suger; browne; borage,Household Ingredients and Materials,"Domestic Life, Dress & Household",inherited,1510-1530#4
combined,1530-1550,32,281,heuynes; myrth; sorowe; infamye; heuynesse; dolour; myserye; wepyng; trybulacyon; mysery,"Grief, Sorrow and Lamentation","Literature, Drama & Poetic Diction",human,
combined,1530-1550,50,114,knoweste; saiest; speakest; iudgest; beleuest; hearest; sawest; shouldest; herest; didest,Second-Person Verb Forms,Structural / Uncertain,inherited,1510-1530#41
combined,1530-1550,39,182,hierome; chrysostome; augustyne; augustyn; seynt; ambrose; ierome; cyprian; bernarde; barnarde,Saints and Apostles,"Religion, Theology & the Church",inherited,1510-1530#20
combined,1530-1550,28,295,abia; antiochus; ioram; phares; genuit; roboam; zorobabel; assur; nahor; manasses,"Biblical Genealogies, Old Testament","Religion, Theology & the Church",human,
combined,1530-1550,23,319,xxvij; capvt; regu; xxviij; psalmus; xxij; amos; romano; xxiij; xxvii,Roman Numerals,Structural / Uncertain,inherited,1510-1530#29
combined,1530-1550,55,47,wro; liui; bei; tiles; stra; iud; emo; tle; ki; accordi,Word Fragments,Structural / Uncertain,human,
combined,1530-1550,56,17,pter; orate; fite; cede; mise; fyte; phet; mysed; myse; cesse,Word Fragments,Structural / Uncertain,human,
combined,1530-1550,54,62,remaine; peryshe; perysshe; abyde; byde; perishe; abide; perisshe; contynue; continue,Verbs of Remaining and Enduring,Structural / Uncertain,human,
combined,1530-1550,21,323,glotony; flesshely; flatery; couetousnesse; filthines; arrogancy; werynes; slouthe; hardynesse; affectes,Humoral Medicine and Diet,"Medicine, Body & Health",inherited,1510-1530#34
combined,1530-1550,49,116,courser; horsebacke; lepe; banke; goate; brydge; flete; shulder; honge; edge,Miscellaneous Word Fragments,Structural / Uncertain,human,
combined,1530-1550,48,120,hermon; seperated; alienate; descendynge; normans; hensforthe; withdrawe; separated; remoue; iudea,Verbs of Separation and Withdrawal,Structural / Uncertain,human,
combined,1530-1550,18,351,baners; sylke; veluet; speres; myxt; myters; rynges; richely; cappes; kyddes,Weapons and Battle Gear,Military & Warfare,inherited,1510-1530#32
combined,1530-1550,52,79,blou; clare; exte; syre; husba; lan; confou; vndersto; thousa; min,Mixed Word Fragments,Structural / Uncertain,inherited,1510-1530#35
combined,1530-1550,35,245,demne; gregacio; demned; cluded; quered; fessyon; fessio; tynually; gregacyon; tinued,"Word Fragments, Suffix Stems",Structural / Uncertain,inherited,1510-1530#39
combined,1530-1550,25,316,uero; tamen; principis; suu; christu; potestate; vna; tantum; ista; facta,Latin Ecclesiastical Text,Structural / Uncertain,inherited,1510-1530#2
combined,1530-1550,22,320,ipsis; fructum; multos; deinde; unus; potius; haeretici; usque; tulit; pcto,Latin Arithmetic and Geometry,"Science, Mathematics & Natural Philosophy",inherited,1510-1530#26
combined,1530-1550,26,313,coler; fome; skyn; bladder; fleume; vryne; melancholy; lunges; vapours; flewme,Anatomy and Bodily Ailments,"Medicine, Body & Health",inherited,1510-1530#16
combined,1530-1550,51,81,walled; citees; villages; cyties; cities; fortresses; prouynces; regions; towres; prouinces,Military Campaign Narrative,Military & Warfare,inherited,1510-1530#37
combined,1530-1550,41,177,penite; agreme; thinte; arroga; augme; suffycye; patie; auncie; stude; eloque,Word Fragments,Structural / Uncertain,inherited,1510-1530#45
combined,1530-1550,36,241,annis; arturij; regni; ecclesiae; hugo; panis; duodecim; videlicet; alio; refert,Latin Arithmetic Text,"Science, Mathematics & Natural Philosophy",inherited,1510-1530#27
combined,1530-1550,3,582,danis; iohne; yair; duabus; recoueries; uocem; maryit; dict; federike; nare,Mixed Names and Fragments,Structural / Uncertain,human,
combined,1550-1570,51,151,wherein; wherby; thoroughe; bycause; bicause; whereby; contynuallye; whylest; whyles; ergo,Mixed Verb Forms,Structural / Uncertain,inherited,1530-1550#43
combined,1550-1570,45,187,profytable; commodious; expedient; sondrie; sundrye; sundry; apte; profitable; necessarye; varietie,"Battle Outcomes, Past Participles",Military & Warfare,inherited,1530-1550#47
combined,1550-1570,28,364,saluacyon; redempcion; mercyful; merite; ryghteousnes; renewing; saluiour; louing; redemptio; faythe,"Faith, Sin and Justification","Religion, Theology & the Church",inherited,1530-1550#30
combined,1550-1570,49,172,apace; backewarde; asyde; doune; forwarde; backward; thether; rescue; down; back,Combat and Action Narration,Military & Warfare,inherited,1530-1550#45
combined,1550-1570,44,191,hereticke; prelat; hypocrite; idolater; adulterer; orator; oke; oratour; infidell; induction,Herbal and Animal Remedies,"Medicine, Body & Health",inherited,1530-1550#42
combined,1550-1570,52,135,colder; greatter; bigger; stronger; surer; richer; harder; hotter; sweter; soner,Praise and Worship,"Religion, Theology & the Church",inherited,1530-1550#53
combined,1550-1570,9,638,haire; iawes; gray; throte; berde; bag; heds; girdle; swords; pype,Place Names and Geographic Terms,Geography & Territory,inherited,1530-1550#11
combined,1550-1570,17,533,beaute; stepmother; auncesters; familiars; palais; predecessors; complices; minds; discretions; predecessours,"Salvation, Merit and Virtue","Religion, Theology & the Church",inherited,1530-1550#13
combined,1550-1570,11,591,annuities; rentes; iurisdictions; castles; tenements; reuenues; commissions; paymentes; fermes; manours,Legal Writs and Property Law,"Government, Law & Administration",inherited,1530-1550#5
combined,1550-1570,1,1158,beten; blamed; encountred; lien; entangled; encombred; vanquished; condempned; warded; stryken,Chivalric Romance Narration,"Literature, Drama & Poetic Diction",inherited,1530-1550#2
combined,1550-1570,42,216,ogyer; turnus; cupid; gentylman; iuliet; theseus; moode; thebes; arthur; cassandra,Family and Kinship Terms,"History, Genealogy, Nobility & Kinship",inherited,1530-1550#40
combined,1550-1570,27,369,participation; syncere; sincere; sacramente; ministracion; sacraments; sacramentall; administration; apostolicall; doctrin,"Christ, Virgin and Trinity Devotion","Religion, Theology & the Church",inherited,1530-1550#19
combined,1550-1570,35,290,dio; sou; tia; sei; reprehe; rou; desce; comprehe; ci; barns,Mixed Word Fragments,Structural / Uncertain,inherited,1530-1550#52
combined,1550-1570,0,1217,constraine; incline; reueale; assayle; compell; assaile; enforce; greue; applye; alledge,Infinitive Verb Forms,Structural / Uncertain,inherited,1530-1550#0
combined,1550-1570,32,304,hung; threwe; ran; ranne; threw; flewe; chased; kissed; draue; casteth,Mixed Names and Fragments,Structural / Uncertain,inherited,1530-1550#24
combined,1550-1570,19,508,throwne; burste; pul; throwen; pluckt; pulled; dryue; lyfted; thruste; plucked,Base-Form Verbs,Structural / Uncertain,inherited,1530-1550#4
combined,1550-1570,37,276,ensure; trow; knaue; beseching; trowe; perceiue; beseech; thynk; syr; careawaye,Verbs of Thinking and Perceiving,Structural / Uncertain,inherited,1530-1550#31
combined,1550-1570,31,324,practises; superstitions; heretical; sclau; persuasions; idolatries; conspiracies; abuses; pelagian; supersticion,"Estates, Offices and Institutions","Government, Law & Administration",inherited,1530-1550#10
combined,1550-1570,7,655,tempteth; despiseth; embraceth; loueth; mencioneth; assureth; calleth; affirmeth; nameth; possesseth,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1530-1550#8
combined,1550-1570,12,567,bankes; sege; ida; ganges; tops; stremes; southe; libia; poorte; sicilia,"Biblical Genealogies, Old Testament","Religion, Theology & the Church",inherited,1530-1550#28
combined,1550-1570,29,359,plainlye; euidently; plainely; cruellie; aptly; hertely; rigorously; manifestly; ernestly; entierly,"Wrongdoing, Fraud and Harm",Morality: Virtue & Vice,inherited,1530-1550#27
combined,1550-1570,46,179,exterior; spyryte; chrisme; martirs; goost; eternal; immortal; gooste; tures; scryptures,"Scripture, Doctrine and Preaching","Religion, Theology & the Church",inherited,1530-1550#44
combined,1550-1570,36,280,westmynster; cesaria; episcoporum; lenght; lincolne; gloucester; bethlehem; sussex; edinburgh; alexandria,Daily Routine and Mealtimes,"Domestic Life, Dress & Household",inherited,1530-1550#38
combined,1550-1570,22,410,assertions; interpretations; constitutions; canons; wrytinges; doctors; traditions; textes; authorities; rites,"Parliament, Estates and Nobility","Government, Law & Administration",inherited,1530-1550#33
combined,1550-1570,16,534,ecclesiastica; biel; ordine; apologia; theod; alexandrinus; historia; apostoli; anacletus; cyprianus,Latin Arithmetic Text,"Science, Mathematics & Natural Philosophy",inherited,1530-1550#36
combined,1550-1570,40,237,nouember; decembre; ides; february; iune; februarie; october; monday; aprill; octobre,Roman Numerals and Dates,Structural / Uncertain,inherited,1530-1550#29
combined,1550-1570,20,454,heuines; smart; calamitie; hinderaunce; heuynes; sorrowes; arraye; myserye; sorowes; detriment,"Grief, Sorrow and Lamentation","Literature, Drama & Poetic Diction",inherited,1530-1550#32
combined,1550-1570,10,617,excellencie; kindnesse; stoutnesse; deserts; clemencie; benignitie; wisedom; preseruacion; magnanimitie; constancie,Virtues and Excellent Qualities,Morality: Virtue & Vice,inherited,1530-1550#7
combined,1550-1570,43,207,sixtie; thirtie; fyftene; fiftene; twentye; twentie; fifty; thirty; twenty; shyllynges,Verbs of Remaining and Enduring,Structural / Uncertain,inherited,1530-1550#54
combined,1550-1570,33,295,gouernours; iurisdiction; principalitie; prouinces; ecclesiastical; byshoppes; prelates; primacie; regions; primates,"Jurisdiction, Dominion and Office","Government, Law & Administration",inherited,1530-1550#14
combined,1550-1570,26,371,treatise; particion; proposition; assertion; preface; estatute; exposition; declaracion; definition; chaptre,Latin Grammar Instruction,"Books, Learning & Scholarship",inherited,1530-1550#34
combined,1550-1570,30,337,ilz; autre; mort; eux; leur; toutes; prendre; auer; estre; poit,Law French Legal Text,Structural / Uncertain,inherited,1530-1550#20
combined,1550-1570,2,1145,solum; modo; aliquam; illius; postea; illud; quidem; ipsius; hinc; sui,Latin Religious Text,Structural / Uncertain,inherited,1530-1550#1
combined,1550-1570,13,554,hwy; eithyr; calonae; ryw; iddo; tad; ganthaw; marw; wedy; nep,Latin Ecclesiastical Text,Structural / Uncertain,inherited,1530-1550#25
combined,1550-1570,5,752,ginger; calamint; barlye; sorell; wormewood; endiue; storax; nutmegges; cloues; masticke,Household Ingredients and Materials,"Domestic Life, Dress & Household",inherited,1530-1550#6
combined,1550-1570,34,292,zodiake; thicknes; capricorne; equinoctiall; diameter; triangle; saturnus; cancer; producte; pearches,Military Campaign Narrative,Military & Warfare,inherited,1530-1550#51
combined,1550-1570,25,381,visage; countnance; womanly; louely; valiaunt; valiant; wittie; sadde; braue; wittye,Poetic Description and Beauty,"Literature, Drama & Poetic Diction",inherited,1530-1550#15
combined,1550-1570,39,246,arria; auste; luthera; cipria; publica; cypria; cypriane; ierome; eketh; ciprian,Saints and Apostles,"Religion, Theology & the Church",inherited,1530-1550#39
combined,1550-1570,14,538,restlesse; spitefull; fylthie; wylfull; irefull; lecherous; dull; cankred; shameles; rashnes,Worldly Vice and Temptation,Morality: Virtue & Vice,inherited,1530-1550#12
combined,1550-1570,53,120,nedest; vnderstandest; beleuest; sawest; darest; lyest; sekest; couldest; thynkest; saiest,Second-Person Verb Forms,Structural / Uncertain,inherited,1530-1550#50
combined,1550-1570,6,659,countenaunces; outrages; mallice; mischieues; ambicion; strengthes; oppression; inuasions; despight; slouthfulnesse,Humoral Medicine and Diet,"Medicine, Body & Health",inherited,1530-1550#21
combined,1550-1570,47,174,dissenteth; seuered; absteined; absteine; abstain; thense; disagreing; withdrawen; distaunt; decline,Verbs of Separation and Withdrawal,Structural / Uncertain,inherited,1530-1550#48
combined,1550-1570,15,538,collon; octauius; brandenburge; treuers; roberte; valentine; assyria; aegipt; quintus; lucius,English Nobility and Earldoms,"History, Genealogy, Nobility & Kinship",inherited,1530-1550#37
combined,1550-1570,55,41,fl; cit; gl; fores; sp; kn; decr; aucthorit; agr; sh,Miscellaneous Narrative Fragments,Structural / Uncertain,inherited,1530-1550#46
combined,1550-1570,24,396,frenchmen; annibal; discomfited; anniball; persians; scithians; samnites; foteme; antipater; nauie,Royal and Noble Names,"History, Genealogy, Nobility & Kinship",inherited,1530-1550#16
combined,1550-1570,18,517,ioram; abia; xxij; zorobabel; xxxvij; esd; micheas; xxviij; manasses; moabites,Roman Numerals,Structural / Uncertain,inherited,1530-1550#23
combined,1550-1570,8,651,bushes; garlandes; hollow; flouds; waue; thick; yelowe; woode; boyling; rocks,Miscellaneous Narrative Fragments,Structural / Uncertain,inherited,1530-1550#17
combined,1550-1570,3,971,commoun; ald; richt; eftir; brekaris; quham; greit; quhil; quhe; attanis,Dutch and German Text,Structural / Uncertain,inherited,1530-1550#9
combined,1550-1570,50,154,horsebacke; ride; prorogation; mounted; riding; horsbacke; hang; hange; wheles; stare,Miscellaneous Word Fragments,Structural / Uncertain,inherited,1530-1550#49
combined,1550-1570,23,407,speares; veluet; silke; cappes; coates; barkes; shelles; furred; bayes; wooll,Weapons and Battle Gear,Military & Warfare,inherited,1530-1550#18
combined,1550-1570,54,110,ekes; fekenham; nowell; eping; epes; efe; shad; lah; iuel; fekenhams,Word Fragments,Structural / Uncertain,inherited,1530-1550#55
combined,1550-1570,38,268,guttes; vryne; bladder; drieth; liuer; fleme; stopping; lunges; moiste; swellynge,Anatomy and Bodily Ailments,"Medicine, Body & Health",inherited,1530-1550#26
combined,1550-1570,41,229,tention; secrate; forter; firmeth; panions; ditions; tinual; sidering; fesseth; municatio,"Word Fragments, Suffix Stems",Structural / Uncertain,inherited,1530-1550#35
combined,1550-1570,48,174,patie; iudgme; preside; couena; commandeme; gouerneme; poi; freque; penite; inherita,Word Fragments,Structural / Uncertain,inherited,1530-1550#41
combined,1550-1570,56,17,tres; cel; sellers; cels; ties; sell; sel; celles; trey; sels,Word Fragments,Structural / Uncertain,inherited,1530-1550#56
combined,1550-1570,21,453,itaque; videre; alii; certum; diaconus; saluatoris; liceat; earum; necesse; veniat,Latin Arithmetic and Geometry,"Science, Mathematics & Natural Philosophy",inherited,1530-1550#22
combined,1550-1570,4,830,absit; enfeffa; yntef; passionis; cornelio; cnawd; saxones; meason; discontinue; clarence,Mixed Names and Fragments,Structural / Uncertain,inherited,1530-1550#3
