region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from
british,1510-1530,44,25,vnce; hun; olyue; hepe; quarter; egge; ounce; aulter; peny; oxe,Miscellaneous Rare Nouns,Structural / Uncertain,human,
british,1510-1530,11,174,marcell; zelande; margarete; scotlonde; edwardes; apeased; tremoyle; longed; spanyerdes; ioyously,"Historical Names, Places and Titles","History, Genealogy, Nobility & Kinship",human,
british,1510-1530,33,105,rursus; singulis; ibi; loci; diuisoris; figura; uno; summam; uiginti; notis,Latin Arithmetic Text,"Science, Mathematics & Natural Philosophy",human,
british,1510-1530,30,114,dimidium; fleme; lytter; hattes; toguyder; treatie; danys; gascoyne; vy; counsayled,"Treaties, Parliament and Baronial Councils","Government, Law & Administration",human,
british,1510-1530,18,149,chalenge; charters; stell; cardynalles; therafter; sectionis; roberte; englisshmen; rendre; phylosophre,"Charters, Cardinals and Ministers","Government, Law & Administration",human,
british,1510-1530,25,122,wette; dyke; lepre; incontynente; fylled; couenaunt; chopped; vsurye; moneye; therwyth,"Usury, Money and Covenants","Trade, Finance & Commerce",human,
british,1510-1530,24,124,integra; promp; derby; xaynton; regulam; creant; benedictus; togider; inuenies; ferant,Latin Commercial Arithmetic,"Science, Mathematics & Natural Philosophy",human,
british,1530-1550,45,151,lyttell; dyuers; forasmoch; serten; lytel; diuers; asmuche; thyse; sondrie; moch,"Archers, Knights and Castles",Military & Warfare,inherited,1510-1530#34
british,1530-1550,37,209,preaching; preching; trwe; preachyng; veryte; promises; knolege; catholyke; teaching; promyses,"Truth, Conscience and Preaching","Religion, Theology & the Church",inherited,1510-1530#0
british,1530-1550,28,279,perceiue; wist; reherse; deny; wyst; perceaue; recite; allege; praie; affirme,Verbs of Thinking and Perceiving,Structural / Uncertain,inherited,1510-1530#3
british,1530-1550,54,69,tiles; emo; wro; bei; stra; strau; liui; tle; ki; ima,Word Fragments,Structural / Uncertain,human,
british,1530-1550,36,216,cowe; goote; hatte; deane; coridon; basket; henne; bishope; carpenter; tyb,"Charters, Cardinals and Ministers","Government, Law & Administration",inherited,1510-1530#18
british,1530-1550,47,136,whilest; whereby; stood; whe; vnlesse; bicause; wherfore; wherefore; wherby; bycause,Conjunctions and Connective Words,Structural / Uncertain,human,
british,1530-1550,41,183,hogge; ape; adder; consumption; homicide; archer; handmayde; lare; aduerbe; egge,Miscellaneous Rare Nouns,Structural / Uncertain,inherited,1510-1530#44
british,1530-1550,39,188,redempcion; saluacio; sauior; merite; deseruinges; saueoure; iustificacion; sauyoure; deseruyng; techyng,"Redemption, Salvation and Righteousness","Religion, Theology & the Church",human,
british,1530-1550,8,521,detraction; fraudes; imaginations; wyly; flatery; fierce; deceytes; sauage; erronious; supersticio,"Treaties, Parliament and Baronial Councils","Government, Law & Administration",inherited,1510-1530#30
british,1530-1550,7,523,disquieted; combred; stuffed; mocked; amended; enryched; supposed; replenished; lyghtened; defyled,"Treason, Punishment and Corruption","Government, Law & Administration",inherited,1510-1530#7
british,1530-1550,24,301,diuina; ni; vie; nit; ir; ae; della; val; tiel; nyd,Law French Legal Text,Structural / Uncertain,inherited,1510-1530#15
british,1530-1550,16,371,cowarde; amiable; excellente; noysome; sobre; renoumed; discrete; abundant; nedefull; hurtfull,Descriptive Poetic Adjectives,"Literature, Drama & Poetic Diction",inherited,1510-1530#40
british,1530-1550,5,569,abbottes; preistes; scri; vsages; canons; chanons; rites; nonnes; enormities; doctrynes,"Realms, Offices and Civic Administration","Government, Law & Administration",inherited,1510-1530#12
british,1530-1550,53,72,lasse; liberally; lesse; greatter; stronger; harder; worse; lyghter; sooner; gretter,Humours and Bodily Complexion,"Medicine, Body & Health",inherited,1510-1530#27
british,1530-1550,32,229,bloode; incarnation; blood; drynkyng; eatyng; drinking; meat; chalyce; bodi; eating,Generic Plural Nouns,Structural / Uncertain,inherited,1510-1530#38
british,1530-1550,49,121,doune; narrowe; incontynent; down; asyde; sodaynly; flyght; forward; downe; thyther,Chivalric Romance Names,Structural / Uncertain,inherited,1510-1530#28
british,1530-1550,4,572,thesaid; appoyncted; lymitted; inuaded; examyned; conuicte; aforesaied; thesaied; slain; lyen,Past-Tense Narrative Verbs,Structural / Uncertain,inherited,1510-1530#26
british,1530-1550,10,491,receyueth; nameth; purgeth; rekeneth; regardeth; affirmeth; rebuketh; estemeth; despyseth; happed,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1510-1530#22
british,1530-1550,33,228,westminster; mydnyght; landed; bulwarkes; dyce; syege; thebes; euensonge; douer; cardes,"Historical Names, Places and Titles","History, Genealogy, Nobility & Kinship",inherited,1510-1530#11
british,1530-1550,0,841,impute; assist; compell; catche; compel; condemne; oppresse; enclyne; condempne; refreshe,Base-Form Verbs,Structural / Uncertain,inherited,1510-1530#4
british,1530-1550,1,616,cary; hermon; caryed; throwen; pulled; casten; digged; pitche; plucke; trede,Infinitive Verb Forms,Structural / Uncertain,inherited,1510-1530#35
british,1530-1550,26,295,thirtie; twentye; score; marche; lxxx; fyfty; december; apryll; sixe; nouember,"Dates, Times and Numerals",Structural / Uncertain,inherited,1510-1530#23
british,1530-1550,12,477,thairof; quhil; sindry; answerit; succedit; confiderat; baith; quhais; pichtis; battall,Dutch and German Text,Structural / Uncertain,inherited,1510-1530#41
british,1530-1550,35,225,perfectly; euydently; euidently; sufficiently; plainly; manifeste; rightly; easily; greuousely; euidente,Adverbs of Manner,Structural / Uncertain,human,
british,1530-1550,23,331,eldaris; enymes; confederates; neighboure; teethe; iniquities; heartes; companyons; affaires; studies,"Sin, Ransom and Deliverance","Religion, Theology & the Church",inherited,1510-1530#20
british,1530-1550,14,428,mago; octauius; claudius; seuerus; britons; lucius; caius; gallia; antonius; nauy,Place Names and Regions,Geography & Territory,inherited,1510-1530#10
british,1530-1550,44,161,doughter; daughter; babe; mayde; virgyn; ladye; chyldre; cosyn; knyght; wyfes,"Holy Family, Salvation and Kinship","Religion, Theology & the Church",inherited,1510-1530#19
british,1530-1550,11,486,benignitie; sincere; sobrenes; clemencie; goodnes; humblenes; philosophye; efficacy; policie; charytie,"Meekness, Chastity and Devout Virtue",Morality: Virtue & Vice,inherited,1510-1530#17
british,1530-1550,43,170,drad; benygne; louinge; gracyous; gratious; mercifull; eter; benigne; dampnacion; besechynge,"Mercy, Grace and Damnation","Religion, Theology & the Church",human,
british,1530-1550,27,291,proposicion; infallible; interpretation; wryter; argumente; declaracion; exposicion; hystorye; greeke; chaptre,Latin and French Grammar Terms,"Books, Learning & Scholarship",inherited,1510-1530#31
british,1530-1550,20,353,dedit; tamen; similiter; tam; quomodo; debet; dicit; quando; multa; quem,Latin Function Words,Structural / Uncertain,inherited,1510-1530#1
british,1530-1550,30,250,roger; surrey; rufus; roberte; raufe; priamus; admyrall; rychard; salisbury; nicolas,English Nobility and Earldoms,"History, Genealogy, Nobility & Kinship",inherited,1510-1530#29
british,1530-1550,29,265,wynd; kene; stremes; dennes; visage; gemini; arcyte; thunder; vysage; shene,"Weather, Sky and Zodiac","Nature, Landscape & Weather",human,
british,1530-1550,48,135,lepte; discomfited; drewe; ran; sat; ranne; smote; rolled; behelde; fel,Combat and Motion Verbs,Military & Warfare,inherited,1510-1530#2
british,1530-1550,13,431,perils; heuynes; heuynesse; infamye; werynes; sorowe; bitternes; tormentes; syckenesses; vexacion,Virtues and Moral Qualities,Morality: Virtue & Vice,inherited,1510-1530#6
british,1530-1550,38,198,prowesse; dignitee; iurisdiction; princely; priuilege; iurisdiccion; excellence; procurement; empire; succession,"Princely Dignity, Jurisdiction and Empire","Government, Law & Administration",human,
british,1530-1550,42,181,tantum; tuorum; tanquam; tuos; facta; tia; oculis; statim; simul; deuote,Mixed Foreign-Language Text,Structural / Uncertain,inherited,1510-1530#36
british,1530-1550,9,499,top; toppe; browes; walle; heer; courser; gowne; rockes; towre; hoke,Body Parts and Physical Description,"Medicine, Body & Health",inherited,1510-1530#21
british,1530-1550,2,612,fygges; sylke; myxt; vynegre; apples; plantayne; barly; thycke; blewe; saffron,Household Goods and Provisions,"Domestic Life, Dress & Household",inherited,1510-1530#8
british,1530-1550,50,121,hearest; couldest; speakest; saiest; dooest; spekest; knoweste; shouldest; beleuest; wost,Second-Person Verb Forms,Structural / Uncertain,inherited,1510-1530#42
british,1530-1550,46,144,hierome; augustyn; chrysostome; ambrose; ierome; cyprian; laurence; barnarde; augustyne; hierom,Church Fathers and Evangelists,"Religion, Theology & the Church",inherited,1510-1530#16
british,1530-1550,34,225,flesshely; filthines; glotony; inconstant; vnclennes; fylthynes; desires; beastly; pestiferous; humane,"Vice, Misery and Vanity",Morality: Virtue & Vice,inherited,1510-1530#14
british,1530-1550,19,354,regu; xxvij; psalmus; capvt; xxij; xxviij; xxiiij; xvij; matthew; xxiij,Roman Numerals and Dates,Structural / Uncertain,inherited,1510-1530#9
british,1530-1550,52,74,blou; lan; exte; syre; husba; clare; vndersto; thousa; worl; rou,Latin Text and Word Fragments,Structural / Uncertain,inherited,1510-1530#37
british,1530-1550,25,299,abia; antiochus; ioram; madianites; genuit; nahor; ionathas; kynreds; assur; zorobabel,"Biblical Genealogies, Old Testament","Religion, Theology & the Church",human,
british,1530-1550,55,64,contynewe; peryshe; prycke; remaine; abyde; abide; fayle; continue; escape; endure,Verbs of Enduring and Continuing,Structural / Uncertain,human,
british,1530-1550,51,84,conseruation; ciuile; administration; gaynes; preseruation; ciuill; publike; commoditie; publique; welthes,Civil Administration and Public Wealth,"Government, Law & Administration",human,
british,1530-1550,6,534,caleys; guysnes; fortresses; marches; hundredes; auctorities; capytaynes; constables; castelles; archedeacons,Legal Writs and Property Actions,"Government, Law & Administration",inherited,1510-1530#32
british,1530-1550,31,229,gregacio; gregacyon; demned; tinuall; tinual; sydered; fessyon; fessio; clusion; tynuall,Word Fragments,Structural / Uncertain,inherited,1510-1530#39
british,1530-1550,15,397,uero; arturij; ipsis; postea; paulo; principis; igitur; posuit; unus; ecclesiae,Latin Arithmetic Text,"Science, Mathematics & Natural Philosophy",inherited,1510-1530#33
british,1530-1550,17,362,princeps; illorum; fama; atque; redemisti; christu; vitam; nostras; gaudium; nostro,Latin Religious Text,Structural / Uncertain,inherited,1510-1530#5
british,1530-1550,22,333,coler; vryne; fleume; bladder; skyn; fome; flewme; lunges; melancolye; melancholy,Internal Organs and Anatomy,"Medicine, Body & Health",inherited,1510-1530#13
british,1530-1550,40,187,penite; augme; suffycye; thinte; cleme; oyntme; arroga; auncie; agreme; punishme,Word Fragments,Structural / Uncertain,inherited,1510-1530#43
british,1530-1550,21,345,veluet; ueluet; baners; myters; richely; bankes; speres; woddes; botes; sleues,"Usury, Money and Covenants","Trade, Finance & Commerce",inherited,1510-1530#25
british,1530-1550,3,601,duabus; yair; danis; aminadab; uocem; conques; capernaum; gloucester; infla; nyghtshade,Miscellaneous Mixed Vocabulary,Structural / Uncertain,human,
british,1530-1550,18,354,deinde; fructum; potius; suu; memor; apostoli; ista; locum; pcto; qualiter,Latin Commercial Arithmetic,"Science, Mathematics & Natural Philosophy",inherited,1510-1530#24
british,1550-1570,43,218,bycause; wherof; wherby; wherein; bicause; whereby; seynge; whereof; thoroughe; hauynge,Conjunctions and Connective Words,Structural / Uncertain,inherited,1530-1550#47
british,1550-1570,51,119,varietie; sundrye; sondry; particuler; sundry; diuers; sondrie; languages; forasmuche; sundrie,"Archers, Knights and Castles",Military & Warfare,inherited,1530-1550#45
british,1550-1570,11,590,sincere; vnspeakable; syncere; valiaunt; wittye; righteousnesse; modest; louing; exquisite; wytty,"Mercy, Grace and Damnation","Religion, Theology & the Church",inherited,1530-1550#43
british,1550-1570,50,123,apace; asyde; down; hastely; thyther; homeward; back; wende; forwarde; flyght,Chivalric Romance Names,Structural / Uncertain,inherited,1530-1550#49
british,1550-1570,48,157,hotter; colder; harder; stronger; bigger; surer; oftener; bygger; meruaile; lighter,Humours and Bodily Complexion,"Medicine, Body & Health",inherited,1530-1550#53
british,1550-1570,27,351,proposition; preface; assertion; treatise; parlament; interpretation; estatute; repeale; proufe; definition,Latin and French Grammar Terms,"Books, Learning & Scholarship",inherited,1530-1550#27
british,1550-1570,8,634,adherents; countenaunces; auncesters; mallice; beaute; imaginations; palais; minds; redempcion; predecessours,"Sin, Ransom and Deliverance","Religion, Theology & the Church",inherited,1530-1550#23
british,1550-1570,56,61,commodious; hurtfull; profytable; expedient; requisite; profitable; apte; agreable; necessarye; easie,Evaluative Adjectives of Fitness,Structural / Uncertain,human,
british,1550-1570,10,595,annuities; rentes; iurisdictions; tenements; reuenues; prebendes; castles; parkes; fermes; manours,Legal Writs and Property Actions,"Government, Law & Administration",inherited,1530-1550#6
british,1550-1570,3,927,plagued; blamed; conquered; condempned; lien; inuaded; writen; vanquished; examined; counselled,Past-Tense Narrative Verbs,Structural / Uncertain,inherited,1530-1550#4
british,1550-1570,38,281,quintus; brutus; regulus; lucius; caius; valerius; tarquinius; cyrus; marcellus; consul,"Holy Family, Salvation and Kinship","Religion, Theology & the Church",inherited,1530-1550#44
british,1550-1570,31,327,sacraments; fleash; deitie; faythe; bloode; participation; sacramente; sacramental; regeneration; ministring,Generic Plural Nouns,Structural / Uncertain,inherited,1530-1550#32
british,1550-1570,45,209,tia; ci; ki; bei; sei; ri; exe; ting; cie; ke,Word Fragments,Structural / Uncertain,inherited,1530-1550#54
british,1550-1570,0,1247,reueale; constraine; assayle; assaile; compell; ioyn; incline; impute; greue; asswage,Base-Form Verbs,Structural / Uncertain,inherited,1530-1550#0
british,1550-1570,18,520,iawes; pawes; chekes; nailes; pype; gray; haire; guttes; beard; throte,Body Parts and Physical Description,"Medicine, Body & Health",inherited,1530-1550#9
british,1550-1570,7,638,dissenteth; abstain; dryue; thenceforth; pulled; pluckt; hensforth; glyde; agew; pul,Infinitive Verb Forms,Structural / Uncertain,inherited,1530-1550#1
british,1550-1570,39,255,syr; perceiue; trowe; dalila; beseke; beseching; trow; wyshe; beseech; thincke,Verbs of Thinking and Perceiving,Structural / Uncertain,inherited,1530-1550#28
british,1550-1570,19,480,detriment; heuynes; smart; heauinesse; vnkyndnes; sorrowes; myserye; hinderaunce; heuines; grief,Virtues and Moral Qualities,Morality: Virtue & Vice,inherited,1530-1550#13
british,1550-1570,9,634,tempteth; correcteth; loueth; knowes; calleth; nameth; assureth; repenteth; affirmeth; leaueth,Third-Person -eth Verb Forms,Structural / Uncertain,inherited,1530-1550#10
british,1550-1570,34,291,southe; zodiake; northe; quadrate; triangle; paralleles; heyght; thicknes; northwest; heighte,Civil Administration and Public Wealth,"Government, Law & Administration",inherited,1530-1550#51
british,1550-1570,58,38,veniall; propitiation; forgiuenes; remissio; satisfaction; forgeuenes; actual; forgyuenes; contrition; remission,"Redemption, Salvation and Righteousness","Religion, Theology & the Church",inherited,1530-1550#39
british,1550-1570,22,418,plainlye; plainely; besecheth; euidentlye; euidently; horribly; amply; playnely; impudently; ernestly,Adverbs of Manner,Structural / Uncertain,inherited,1530-1550#35
british,1550-1570,46,187,westmynster; lenght; roes; episcoporum; bethlehem; lipsia; pallaice; chalcedo; cylch; westminster,"Historical Names, Places and Titles","History, Genealogy, Nobility & Kinship",inherited,1530-1550#33
british,1550-1570,21,441,interpretations; constitutions; policies; assertions; canons; rites; doctors; kinds; canonicall; propositions,"Realms, Offices and Civic Administration","Government, Law & Administration",inherited,1530-1550#5
british,1550-1570,15,545,alexandrinus; anacletus; apostoli; macedonius; ecclesiastica; aduersus; verb; sabell; ordine; manicheus,Latin Arithmetic Text,"Science, Mathematics & Natural Philosophy",inherited,1530-1550#15
british,1550-1570,32,316,nouember; october; iune; septembre; decembre; mercurie; nouembre; seuentene; december; wyndy,"Dates, Times and Numerals",Structural / Uncertain,inherited,1530-1550#26
british,1550-1570,23,416,suffolke; rychard; roger; somerset; richarde; wylliam; ogyer; marques; sister; robert,English Nobility and Earldoms,"History, Genealogy, Nobility & Kinship",inherited,1530-1550#30
british,1550-1570,41,221,glorye; pilgrimages; spyryte; offerynges; diriges; masses; gooste; blessyng; laud; aulters,"Truth, Conscience and Preaching","Religion, Theology & the Church",inherited,1530-1550#37
british,1550-1570,36,283,hung; threwe; riding; mounted; horsebacke; ran; horsbacke; strake; runnes; casteth,Combat and Motion Verbs,Military & Warfare,inherited,1530-1550#48
british,1550-1570,42,220,fiftene; twenty; fyftene; fourty; twentie; thirtie; thirty; twentye; thyrty; fiftie,Verbs of Enduring and Continuing,Structural / Uncertain,inherited,1530-1550#55
british,1550-1570,24,404,excellencie; kindnesse; dyligence; magnificence; wisedom; prowesse; prowes; goodnesse; kindenes; stoutnesse,"Meekness, Chastity and Devout Virtue",Morality: Virtue & Vice,inherited,1530-1550#11
british,1550-1570,28,340,byshoppes; gouernours; iurisdiction; abbottes; principalitie; ecclesiastical; prouinces; countryes; erles; chanons,"Princely Dignity, Jurisdiction and Empire","Government, Law & Administration",inherited,1530-1550#38
british,1550-1570,12,582,octauius; syria; assyria; ganges; cornewall; bithinia; aegipt; sicilie; ethiopians; sege,"Biblical Genealogies, Old Testament","Religion, Theology & the Church",inherited,1530-1550#25
british,1550-1570,29,335,ilz; eux; mort; voy; auer; poit; dict; prendre; auera; couient,Law French Legal Text,Structural / Uncertain,inherited,1530-1550#24
british,1550-1570,1,1101,modo; hinc; solum; omnem; illud; ipsam; sui; poterit; ipsius; terram,Latin Function Words,Structural / Uncertain,inherited,1530-1550#20
british,1550-1570,25,396,yelowe; hollow; black; thick; bladder; skyn; yellow; hollowe; stopping; fleume,Internal Organs and Anatomy,"Medicine, Body & Health",inherited,1530-1550#22
british,1550-1570,14,565,ofn; pethae; ddim; y'w; eithyr; iddo; hynn; vnic; nep; ddiscipulon,Mixed Foreign-Language Text,Structural / Uncertain,inherited,1530-1550#42
british,1550-1570,5,761,ginger; barlye; violettes; hennes; storax; beries; vinegre; isope; sorell; rosemary,Household Goods and Provisions,"Domestic Life, Dress & Household",inherited,1530-1550#2
british,1550-1570,13,567,bankes; lakes; woode; toppes; bushes; rocks; boyling; flouds; fiery; waue,"Weather, Sky and Zodiac","Nature, Landscape & Weather",inherited,1530-1550#29
british,1550-1570,37,282,womanly; restlesse; smiling; hue; visage; freshly; countnance; sadde; louely; iuliet,Descriptive Poetic Adjectives,"Literature, Drama & Poetic Diction",inherited,1530-1550#16
british,1550-1570,35,284,arria; auste; cipria; benet; publica; luthera; hilarie; ciprian; athenia; eketh,Church Fathers and Evangelists,"Religion, Theology & the Church",inherited,1530-1550#46
british,1550-1570,6,754,fylthie; cankred; wylfull; temeritie; tygre; fierce; neglygence; malicious; licencious; furyous,"Treaties, Parliament and Baronial Councils","Government, Law & Administration",inherited,1530-1550#8
british,1550-1570,52,113,vnderstandest; lyest; beleuest; sholdest; sawest; thynkest; knowst; nedest; couldest; knewest,Second-Person Verb Forms,Structural / Uncertain,inherited,1530-1550#50
british,1550-1570,33,306,beten; entangled; surprised; intangled; decked; ouercharged; dyspleased; replenyshed; combred; opprest,"Treason, Punishment and Corruption","Government, Law & Administration",inherited,1530-1550#7
british,1550-1570,17,522,outrages; heretical; superstitions; inuasions; practises; murders; oppression; mischieues; enormities; threates,"Vice, Misery and Vanity",Morality: Virtue & Vice,inherited,1530-1550#34
british,1550-1570,57,49,ip; dd; cit; peror; fl; gl; fores; preis; aucthorit; kn,Latin Religious Text,Structural / Uncertain,inherited,1530-1550#17
british,1550-1570,30,332,annibal; anniball; samnites; persians; frenchmen; antipater; lieuetenant; percians; discomfited; scithians,Place Names and Regions,Geography & Territory,inherited,1530-1550#14
british,1550-1570,16,526,abia; ioram; esd; xxxiiii; eleazar; micheas; xvij; lud; zorobabel; manasses,Roman Numerals and Dates,Structural / Uncertain,inherited,1530-1550#19
british,1550-1570,2,950,richt; thaym; contrar; feil; woddis; merchandis; commoun; sicht; fludis; persounis,Dutch and German Text,Structural / Uncertain,inherited,1530-1550#12
british,1550-1570,44,214,hereticke; hypocrite; idolater; prelat; adulterer; infidell; oke; adder; hogge; anciente,Miscellaneous Rare Nouns,Structural / Uncertain,inherited,1530-1550#41
british,1550-1570,26,392,veluet; speares; silke; shelles; furred; bankets; snakes; processions; garlandes; cappes,"Usury, Money and Covenants","Trade, Finance & Commerce",inherited,1530-1550#21
british,1550-1570,54,87,sou; desce; rou; defe; withsta; barns; scotla; reprehe; dough; comprehe,Latin Text and Word Fragments,Structural / Uncertain,inherited,1530-1550#52
british,1550-1570,40,235,forter; firmeth; tention; panions; municatio; stantinople; futed; maunding; prehended; dicions,Word Fragments,Structural / Uncertain,inherited,1530-1550#31
british,1550-1570,47,179,patie; deua; iudgme; neglige; commandeme; regime; preside; orname; couenau; couena,Word Fragments,Structural / Uncertain,inherited,1530-1550#40
british,1550-1570,49,138,fox; goate; snake; roe; traytoure; knaue; gyaunt; boy; swanne; byrde,"Charters, Cardinals and Ministers","Government, Law & Administration",inherited,1530-1550#36
british,1550-1570,59,16,ties; cel; tries; sellers; cels; celles; trey; sels; sell; saile,Word Fragments,Structural / Uncertain,human,
british,1550-1570,53,107,hedges; lyfted; lifting; swallowed; digge; lifted; lifte; swalowed; shutt; lifteth,Verbs of Lifting and Raising,Structural / Uncertain,human,
british,1550-1570,60,6,corpses; quycke; quicke; quick; burie; bawdewyn,Spelling Variants of 'Quick',Structural / Uncertain,human,
british,1550-1570,20,472,offerimus; earum; imperium; itaque; videre; persona; fuerint; certum; vrbis; ordo,Latin Commercial Arithmetic,"Science, Mathematics & Natural Philosophy",inherited,1530-1550#18
british,1550-1570,55,83,ouide; poete; aristotle; tullie; xenophon; intreateth; plinius; plinie; hippocrates; theophrastus,Classical Authors and Philosophers,"Books, Learning & Scholarship",human,
british,1550-1570,4,903,meason; sozom; summon; saxones; enfeffa; eto; cnawd; mysterijs; grocer; rrac,Miscellaneous Mixed Vocabulary,Structural / Uncertain,inherited,1530-1550#3
